"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 03월 07일","1,232.4","1,279.2","1,281.8","1,185.9","42.01K","-3.67%"
"2017년 03월 06일","1,279.3","1,278.4","1,287.8","1,268.6","9.60K","0.07%"
"2017년 03월 05일","1,278.4","1,267.8","1,279.8","1,245.3","9.32K","0.84%"
"2017년 03월 04일","1,267.8","1,289.1","1,291.8","1,240.1","15.55K","-1.58%"
"2017년 03월 03일","1,288.2","1,257.6","1,294.7","1,256.6","22.29K","2.05%"
"2017년 03월 02일","1,262.3","1,232.9","1,283.1","1,213.0","30.55K","2.39%"
"2017년 03월 01일","1,232.8","1,189.1","1,233.5","1,186.0","22.49K","3.68%"
"2017년 02월 28일","1,189.1","1,196.0","1,216.0","1,177.8","17.47K","-0.54%"
"2017년 02월 27일","1,195.5","1,178.3","1,202.6","1,171.0","11.76K","1.46%"
"2017년 02월 26일","1,178.3","1,153.0","1,185.9","1,130.9","11.08K","2.19%"
"2017년 02월 25일","1,153.0","1,185.4","1,189.9","1,131.5","16.29K","-2.71%"
"2017년 02월 24일","1,185.1","1,189.9","1,222.2","1,111.1","48.21K","-0.49%"
"2017년 02월 23일","1,190.9","1,125.5","1,196.9","1,120.4","26.12K","5.83%"
"2017년 02월 22일","1,125.3","1,129.6","1,140.0","1,106.4","14.33K","-0.38%"
"2017년 02월 21일","1,129.6","1,091.3","1,134.0","1,085.0","24.50K","3.52%"
"2017년 02월 20일","1,091.2","1,056.2","1,100.3","1,044.1","13.29K","3.31%"
"2017년 02월 19일","1,056.2","1,059.8","1,066.0","1,045.0","6.44K","-0.34%"
"2017년 02월 18일","1,059.8","1,056.2","1,071.1","1,053.1","7.15K","0.34%"
"2017년 02월 17일","1,056.2","1,038.5","1,065.8","1,034.1","16.17K","1.71%"
"2017년 02월 16일","1,038.4","1,013.9","1,045.7","1,013.9","11.26K","2.43%"
"2017년 02월 15일","1,013.8","1,013.3","1,017.3","1,002.4","5.61K","0.01%"
"2017년 02월 14일","1,013.7","996.5","1,019.0","988.9","12.20K","1.73%"
"2017년 02월 13일","996.5","996.0","1,004.5","975.9","9.05K","0.05%"
"2017년 02월 12일","996.0","1,000.1","1,005.4","992.3","4.33K","-0.43%"
"2017년 02월 11일","1,000.3","992.1","1,009.0","984.2","9.32K","0.84%"
"2017년 02월 10일","992.0","985.0","1,002.0","949.4","24.48K","0.71%"
"2017년 02월 09일","985.0","1,049.0","1,078.0","936.4","59.96K","-6.09%"
"2017년 02월 08일","1,048.8","1,052.5","1,068.0","1,013.2","23.09K","-0.31%"
"2017년 02월 07일","1,052.1","1,022.6","1,056.3","1,021.7","15.19K","2.88%"
"2017년 02월 06일","1,022.6","1,006.6","1,026.2","1,006.0","8.90K","1.59%"
"2017년 02월 05일","1,006.6","1,031.1","1,033.0","996.3","16.19K","-2.38%"
"2017년 02월 04일","1,031.1","1,016.8","1,040.0","1,001.6","17.19K","1.52%"
"2017년 02월 03일","1,015.7","1,007.0","1,020.5","988.3","18.97K","0.99%"
"2017년 02월 02일","1,005.7","983.7","1,010.5","970.1","17.79K","2.23%"
"2017년 02월 01일","983.7","966.2","985.0","960.1","11.35K","1.82%"
"2017년 01월 31일","966.2","917.4","969.4","916.8","19.65K","5.32%"
"2017년 01월 30일","917.4","912.5","920.8","910.0","3.45K","0.53%"
"2017년 01월 29일","912.6","919.4","923.0","910.7","2.70K","-0.75%"
"2017년 01월 28일","919.4","916.7","924.0","915.0","3.61K","0.30%"
"2017년 01월 27일","916.7","915.1","922.2","905.0","10.14K","0.17%"
"2017년 01월 26일","915.1","893.3","917.6","893.3","9.82K","2.44%"
"2017년 01월 25일","893.3","886.1","899.6","884.2","10.48K","0.82%"
"2017년 01월 24일","886.1","908.4","927.0","884.2","20.73K","-2.63%"
"2017년 01월 23일","910.0","923.7","928.8","910.0","9.63K","-1.48%"
"2017년 01월 22일","923.7","924.0","939.7","892.0","21.84K","-0.03%"
"2017년 01월 21일","924.0","895.7","931.0","893.9","12.17K","3.13%"
"2017년 01월 20일","896.0","900.3","904.5","883.3","9.49K","-0.48%"
"2017년 01월 19일","900.3","887.6","908.2","884.6","15.08K","1.41%"
"2017년 01월 18일","887.8","904.0","913.8","847.3","21.30K","-1.80%"
"2017년 01월 17일","904.0","830.1","910.8","828.0","27.34K","8.90%"
"2017년 01월 16일","830.1","820.7","837.9","814.8","7.65K","1.14%"
"2017년 01월 15일","820.7","815.3","823.0","805.1","5.39K","0.67%"
"2017년 01월 14일","815.3","828.1","838.5","800.7","12.53K","-1.55%"
"2017년 01월 13일","828.1","804.6","832.3","776.0","25.88K","2.93%"
"2017년 01월 12일","804.6","779.5","831.2","738.7","35.91K","3.34%"
"2017년 01월 11일","778.6","905.8","922.6","760.0","62.87K","-14.04%"
"2017년 01월 10일","905.8","903.0","917.9","895.5","12.14K","0.31%"
"2017년 01월 09일","903.0","915.9","916.1","876.3","16.59K","-1.41%"
"2017년 01월 08일","915.9","908.8","942.5","890.0","30.75K","0.78%"
"2017년 01월 07일","908.8","898.5","911.0","816.1","40.60K","1.21%"
"2017년 01월 06일","898.0","1,003.8","1,025.0","871.0","57.40K","-10.49%"
"2017년 01월 05일","1,003.2","1,139.8","1,166.0","865.4","91.20K","-11.97%"
"2017년 01월 04일","1,139.6","1,037.5","1,150.0","1,036.4","53.73K","9.84%"
"2017년 01월 03일","1,037.5","1,019.3","1,038.7","1,013.5","14.11K","1.79%"
"2017년 01월 02일","1,019.3","999.2","1,034.8","997.3","21.82K","2.03%"
"2017년 01월 01일","999.0","966.6","1,006.5","961.3","13.44K","3.35%"
"2016년 12월 31일","966.6","959.2","968.0","945.0","7.16K","0.76%"
"2016년 12월 30일","959.3","974.7","974.7","929.8","19.36K","-1.37%"
"2016년 12월 29일","972.6","981.7","983.0","949.0","22.56K","-0.92%"
"2016년 12월 28일","981.7","936.4","983.0","936.4","20.82K","4.85%"
"2016년 12월 27일","936.3","906.4","940.0","903.5","9.19K","3.30%"
"2016년 12월 26일","906.4","898.0","920.0","894.2","11.83K","0.94%"
"2016년 12월 25일","898.0","895.2","901.5","858.6","12.04K","0.31%"
"2016년 12월 24일","895.2","919.0","919.8","882.8","7.39K","-2.58%"
"2016년 12월 23일","919.0","859.2","920.0","859.0","26.03K","6.96%"
"2016년 12월 22일","859.2","829.3","873.9","825.0","15.25K","3.52%"
"2016년 12월 21일","830.0","798.8","830.5","795.0","16.22K","4.01%"
"2016년 12월 20일","798.0","790.6","802.3","788.0","6.99K","0.94%"
"2016년 12월 19일","790.6","790.2","792.2","788.0","2.15K","0.05%"
"2016년 12월 18일","790.2","791.0","792.8","784.4","2.43K","-0.10%"
"2016년 12월 17일","791.0","784.2","793.0","784.2","6.20K","0.87%"
"2016년 12월 16일","784.2","777.4","785.0","775.9","4.77K","0.87%"
"2016년 12월 15일","777.4","774.5","780.1","774.5","3.18K","0.38%"
"2016년 12월 14일","774.5","775.0","781.2","771.2","3.68K","-0.07%"
"2016년 12월 13일","775.0","778.0","788.9","763.7","5.58K","-0.38%"
"2016년 12월 12일","778.0","770.2","784.1","770.2","6.76K","1.01%"
"2016년 12월 11일","770.2","772.9","773.7","761.8","4.14K","-0.35%"
"2016년 12월 10일","772.9","770.5","777.8","770.0","3.36K","0.31%"
"2016년 12월 09일","770.5","765.0","772.7","765.0","3.65K","0.72%"
"2016년 12월 08일","765.0","765.0","773.2","762.7","4.75K","0.00%"
"2016년 12월 07일","765.0","757.2","772.2","749.1","10.69K","1.01%"
"2016년 12월 06일","757.4","750.6","758.5","750.4","5.28K","0.90%"
"2016년 12월 05일","750.6","768.5","769.0","744.6","10.07K","-2.33%"
"2016년 12월 04일","768.5","765.5","770.0","760.9","4.20K","0.42%"
"2016년 12월 03일","765.3","774.9","774.9","756.0","5.73K","-1.24%"
"2016년 12월 02일","774.9","755.4","779.2","755.2","13.41K","2.59%"
"2016년 12월 01일","755.4","739.0","756.0","738.8","13.40K","2.21%"
"2016년 11월 30일","739.0","731.0","743.1","729.1","5.53K","1.09%"
"2016년 11월 29일","731.0","731.5","733.9","728.7","5.65K","-0.06%"
"2016년 11월 28일","731.5","724.9","735.0","724.9","4.14K","0.90%"
"2016년 11월 27일","725.0","731.2","736.2","722.5","3.49K","-0.85%"
"2016년 11월 26일","731.2","740.4","741.0","720.0","4.49K","-1.24%"
"2016년 11월 25일","740.4","737.7","741.1","730.0","4.06K","0.36%"
"2016년 11월 24일","737.7","742.0","744.3","727.6","6.07K","-0.58%"
"2016년 11월 23일","742.0","749.8","750.9","730.8","5.58K","-1.07%"
"2016년 11월 22일","750.0","739.0","753.9","733.3","9.48K","1.50%"
"2016년 11월 21일","739.0","729.7","740.6","728.1","7.20K","1.28%"
"2016년 11월 20일","729.7","752.9","757.0","712.0","13.91K","-3.09%"
"2016년 11월 19일","752.9","754.0","760.0","740.0","6.04K","-0.14%"
"2016년 11월 18일","754.0","740.7","756.9","734.5","6.96K","1.80%"
"2016년 11월 17일","740.7","745.0","762.4","735.0","14.89K","-0.58%"
"2016년 11월 16일","745.0","712.2","747.5","710.1","17.95K","4.61%"
"2016년 11월 15일","712.2","707.4","720.0","707.4","7.94K","0.67%"
"2016년 11월 14일","707.4","708.1","709.0","699.0","6.01K","-0.09%"
"2016년 11월 13일","708.1","703.4","708.1","687.6","8.61K","0.61%"
"2016년 11월 12일","703.8","714.8","717.0","700.1","6.19K","-1.54%"
"2016년 11월 11일","714.8","714.9","719.4","712.0","4.58K","-0.01%"
"2016년 11월 10일","714.9","724.4","725.0","709.1","4.35K","-1.24%"
"2016년 11월 09일","723.8","714.0","743.1","708.5","15.73K","1.38%"
"2016년 11월 08일","714.0","704.8","718.0","703.0","9.07K","0.87%"
"2016년 11월 07일","707.8","712.7","712.7","700.0","3.66K","-0.73%"
"2016년 11월 06일","713.0","709.2","721.6","700.0","6.93K","0.65%"
"2016년 11월 05일","708.4","706.8","713.9","700.8","5.93K","0.00%"
"2016년 11월 04일","708.4","696.9","710.9","687.0","13.97K","2.66%"
"2016년 11월 03일","690.1","747.2","753.7","676.0","26.99K","-6.48%"
"2016년 11월 02일","737.9","731.4","740.0","723.6","8.39K","0.51%"
"2016년 11월 01일","734.2","704.1","746.5","701.4","22.23K","4.27%"
"2016년 10월 31일","704.1","702.5","706.0","688.0","10.56K","0.22%"
"2016년 10월 30일","702.5","714.5","716.6","697.8","12.20K","-1.67%"
"2016년 10월 29일","714.5","693.5","724.0","692.3","15.28K","3.03%"
"2016년 10월 28일","693.5","688.7","695.0","681.6","10.10K","0.70%"
"2016년 10월 27일","688.7","678.7","690.6","676.7","12.93K","1.47%"
"2016년 10월 26일","678.7","659.5","685.6","658.5","11.69K","2.91%"
"2016년 10월 25일","659.5","654.7","670.0","652.7","5.52K","0.74%"
"2016년 10월 24일","654.7","659.0","659.0","654.0","5.70K","-0.66%"
"2016년 10월 23일","659.0","665.0","671.4","656.0","5.73K","-0.90%"
"2016년 10월 22일","665.0","636.7","671.0","635.1","10.09K","4.44%"
"2016년 10월 21일","636.7","632.5","639.0","632.0","7.22K","0.68%"
"2016년 10월 20일","632.5","631.8","633.6","628.0","3.34K","0.11%"
"2016년 10월 19일","631.8","638.7","643.9","627.8","8.99K","-1.10%"
"2016년 10월 18일","638.8","639.8","641.7","632.9","6.09K","-0.15%"
"2016년 10월 17일","639.8","644.2","644.6","637.8","5.02K","-0.68%"
"2016년 10월 16일","644.2","640.2","645.8","639.8","2.39K","0.62%"
"2016년 10월 15일","640.2","643.0","645.7","637.9","2.40K","-0.44%"
"2016년 10월 14일","643.0","637.0","645.4","636.7","6.64K","0.94%"
"2016년 10월 13일","637.0","637.6","643.7","636.4","5.01K","-0.10%"
"2016년 10월 12일","637.6","641.9","644.1","637.3","3.85K","-0.64%"
"2016년 10월 11일","641.7","618.9","646.0","618.1","12.53K","3.70%"
"2016년 10월 10일","618.9","616.6","620.0","615.9","3.09K","0.37%"
"2016년 10월 09일","616.6","620.5","620.9","614.4","2.74K","-0.63%"
"2016년 10월 08일","620.5","620.1","622.9","617.9","3.11K","0.06%"
"2016년 10월 07일","620.1","613.5","621.2","613.0","4.85K","1.08%"
"2016년 10월 06일","613.5","614.1","615.9","612.7","3.08K","-0.09%"
"2016년 10월 05일","614.1","610.7","617.3","610.0","3.41K","0.51%"
"2016년 10월 04일","611.0","612.7","614.0","609.6","4.01K","-0.26%"
"2016년 10월 03일","612.6","609.1","613.2","608.9","3.28K","0.57%"
"2016년 10월 02일","609.1","614.1","614.2","607.0","4.97K","-0.81%"
"2016년 10월 01일","614.1","611.1","616.9","611.1","1.90K","0.49%"
"2016년 09월 30일","611.1","604.6","612.9","604.3","2.36K","1.08%"
"2016년 09월 29일","604.6","603.8","607.8","603.2","3.14K","0.14%"
"2016년 09월 28일","603.8","605.5","605.8","603.1","2.05K","-0.29%"
"2016년 09월 27일","605.5","609.1","609.9","602.0","3.20K","-0.59%"
"2016년 09월 26일","609.1","600.4","610.0","599.9","3.11K","1.46%"
"2016년 09월 25일","600.4","602.5","603.6","597.6","1.39K","-0.36%"
"2016년 09월 24일","602.5","603.3","605.8","601.5","0.94K","-0.12%"
"2016년 09월 23일","603.3","597.1","604.0","596.0","1.96K","1.04%"
"2016년 09월 22일","597.1","597.4","598.7","596.0","2.33K","-0.06%"
"2016년 09월 21일","597.4","600.1","600.1","592.7","7.66K","-0.44%"
"2016년 09월 20일","600.0","609.8","612.0","600.0","3.37K","-1.60%"
"2016년 09월 19일","609.8","613.0","615.0","608.9","2.96K","-0.53%"
"2016년 09월 18일","613.0","607.7","615.9","607.4","2.93K","0.88%"
"2016년 09월 17일","607.7","610.0","610.6","605.0","3.57K","-0.38%"
"2016년 09월 16일","610.0","611.8","614.2","609.5","3.70K","-0.29%"
"2016년 09월 15일","611.8","613.9","617.3","611.0","4.38K","-0.34%"
"2016년 09월 14일","613.9","614.2","617.4","612.0","5.93K","-0.06%"
"2016년 09월 13일","614.2","611.6","618.0","610.0","7.27K","0.43%"
"2016년 09월 12일","611.6","612.1","615.2","608.1","4.97K","-0.08%"
"2016년 09월 11일","612.1","628.0","635.0","598.0","9.64K","-2.54%"
"2016년 09월 10일","628.0","626.3","629.7","624.9","4.04K","0.28%"
"2016년 09월 09일","626.3","631.7","633.5","621.3","4.27K","-0.87%"
"2016년 09월 08일","631.7","619.8","636.2","617.8","8.27K","1.93%"
"2016년 09월 07일","619.8","615.1","620.6","610.8","5.53K","0.73%"
"2016년 09월 06일","615.2","611.5","616.7","609.8","3.09K","0.61%"
"2016년 09월 05일","611.5","614.5","615.7","605.7","5.08K","-0.49%"
"2016년 09월 04일","614.5","609.9","618.7","604.6","5.06K","0.76%"
"2016년 09월 03일","609.9","579.8","612.4","576.0","8.21K","5.18%"
"2016년 09월 02일","579.8","572.7","581.1","570.6","5.67K","1.24%"
"2016년 09월 01일","572.7","576.2","578.0","571.5","3.62K","-0.59%"
"2016년 08월 31일","576.2","579.5","579.5","572.7","3.51K","-0.58%"
"2016년 08월 30일","579.5","574.8","580.2","574.2","3.20K","0.82%"
"2016년 08월 29일","574.8","574.2","578.0","573.0","2.80K","0.11%"
"2016년 08월 28일","574.2","568.5","574.4","568.3","1.52K","0.99%"
"2016년 08월 27일","568.5","578.0","578.9","567.2","2.26K","-1.64%"
"2016년 08월 26일","578.0","577.2","579.5","575.1","1.77K","0.14%"
"2016년 08월 25일","577.2","580.3","581.1","574.0","3.57K","-0.54%"
"2016년 08월 24일","580.3","583.5","586.9","580.0","5.05K","-0.55%"
"2016년 08월 23일","583.5","588.0","590.7","581.1","4.80K","-0.76%"
"2016년 08월 22일","588.0","581.4","590.0","581.4","4.62K","1.13%"
"2016년 08월 21일","581.4","582.1","584.2","580.0","2.43K","-0.10%"
"2016년 08월 20일","582.0","573.5","582.8","571.3","3.34K","1.48%"
"2016년 08월 19일","573.5","572.3","577.2","570.8","2.93K","0.23%"
"2016년 08월 18일","572.2","571.8","578.0","569.7","6.00K","0.07%"
"2016년 08월 17일","571.8","574.2","577.9","569.0","5.03K","-0.42%"
"2016년 08월 16일","574.2","564.6","579.0","564.0","6.22K","1.70%"
"2016년 08월 15일","564.6","569.4","574.0","563.0","7.65K","-0.84%"
"2016년 08월 14일","569.4","583.7","583.7","564.0","7.51K","-2.45%"
"2016년 08월 13일","583.7","585.5","590.0","582.1","6.42K","-0.30%"
"2016년 08월 12일","585.5","591.3","593.0","584.0","6.29K","-0.98%"
"2016년 08월 11일","591.3","590.5","599.0","587.8","15.30K","0.17%"
"2016년 08월 10일","590.3","604.1","614.5","579.0","21.35K","-2.29%"
"2016년 08월 09일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 08일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 07일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 06일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 05일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 04일","604.1","604.1","604.1","604.1","-","0.00%"
"2016년 08월 03일","604.1","604.1","604.1","604.1","-","0.02%"
"2016년 08월 02일","604.0","608.3","615.3","595.0","48.65K","-0.66%"
"2016년 08월 01일","608.0","622.7","627.3","605.0","31.43K","-2.51%"
"2016년 07월 31일","623.7","655.0","655.1","621.3","33.26K","-4.78%"
"2016년 07월 30일","655.0","658.3","660.5","651.8","8.09K","-0.51%"
"2016년 07월 29일","658.3","657.0","660.4","654.5","9.23K","0.59%"
"2016년 07월 27일","654.5","648.5","657.1","646.6","11.79K","0.93%"
"2016년 07월 26일","648.5","654.2","657.6","640.6","20.36K","-0.87%"
"2016년 07월 25일","654.2","661.8","664.4","650.0","14.84K","-1.16%"
"2016년 07월 24일","661.8","654.0","664.1","650.5","14.02K","1.19%"
"2016년 07월 23일","654.0","648.0","657.1","645.0","10.00K","0.92%"
"2016년 07월 22일","648.0","665.0","668.0","640.0","27.84K","-2.55%"
"2016년 07월 21일","665.0","665.8","668.0","657.6","10.70K","-0.13%"
"2016년 07월 20일","665.8","675.0","676.0","661.3","12.85K","-1.36%"
"2016년 07월 19일","675.0","674.3","676.6","666.3","10.95K","0.10%"
"2016년 07월 18일","674.3","683.2","686.0","666.5","18.08K","-1.30%"
"2016년 07월 17일","683.2","665.3","689.7","663.6","20.41K","2.69%"
"2016년 07월 16일","665.3","665.5","669.6","659.1","5.92K","-0.03%"
"2016년 07월 15일","665.5","659.8","669.6","658.2","9.47K","0.87%"
"2016년 07월 14일","659.8","653.7","666.0","650.0","20.20K","0.93%"
"2016년 07월 13일","653.7","667.1","669.9","652.5","17.54K","-2.02%"
"2016년 07월 12일","667.2","648.0","678.0","645.6","30.22K","2.97%"
"2016년 07월 11일","648.0","649.7","662.5","643.4","13.92K","-0.27%"
"2016년 07월 10일","649.7","648.1","651.5","636.9","10.27K","0.25%"
"2016년 07월 09일","648.1","664.8","664.8","624.0","46.88K","-2.51%"
"2016년 07월 08일","664.8","640.5","666.6","634.0","32.88K","3.79%"
"2016년 07월 07일","640.5","677.4","682.0","610.1","75.70K","-5.40%"
"2016년 07월 06일","677.0","667.8","682.6","667.0","15.92K","1.39%"
"2016년 07월 05일","667.8","681.3","682.7","659.3","17.40K","-1.99%"
"2016년 07월 04일","681.3","659.3","684.2","644.5","23.52K","3.34%"
"2016년 07월 03일","659.3","706.0","707.0","644.4","44.70K","-6.49%"
"2016년 07월 02일","705.0","674.8","705.3","673.4","29.14K","4.49%"
"2016년 07월 01일","674.8","674.7","690.6","667.6","41.62K","0.00%"
"2016년 06월 30일","674.7","640.0","677.5","635.6","40.25K","5.48%"
"2016년 06월 29일","639.7","646.6","646.6","622.0","33.26K","-1.02%"
"2016년 06월 28일","646.3","662.2","664.3","633.0","35.75K","-2.40%"
"2016년 06월 27일","662.2","627.4","662.2","617.3","46.01K","5.54%"
"2016년 06월 26일","627.4","664.9","667.9","614.3","45.12K","-5.63%"
"2016년 06월 25일","664.9","665.5","698.0","642.8","55.63K","-0.18%"
"2016년 06월 24일","666.0","625.8","680.0","625.8","92.36K","6.43%"
"2016년 06월 23일","625.8","605.6","638.2","555.6","122.98K","3.26%"
"2016년 06월 22일","606.0","669.0","688.2","588.9","100.50K","-9.40%"
"2016년 06월 21일","668.9","705.8","715.8","668.9","102.12K","-10.08%"
"2016년 06월 20일","743.9","767.3","767.7","724.3","49.09K","-3.05%"
"2016년 06월 19일","767.3","757.6","771.9","740.0","26.70K","1.28%"
"2016년 06월 18일","757.6","748.7","789.7","721.6","66.95K","1.19%"
"2016년 06월 17일","748.7","769.5","780.0","703.1","97.38K","-2.70%"
"2016년 06월 16일","769.5","697.0","778.5","697.0","123.86K","10.41%"
"2016년 06월 15일","696.9","684.5","699.1","669.2","34.04K","1.81%"
"2016년 06월 14일","684.5","705.9","705.9","656.5","65.74K","-3.03%"
"2016년 06월 13일","705.9","672.0","719.0","659.9","117.69K","5.20%"
"2016년 06월 12일","671.0","614.6","685.0","607.0","116.40K","9.19%"
"2016년 06월 11일","614.5","580.1","615.0","579.3","28.43K","5.94%"
"2016년 06월 10일","580.1","575.5","582.4","572.5","16.17K","0.79%"
"2016년 06월 09일","575.5","583.0","583.7","570.0","21.87K","-1.29%"
"2016년 06월 08일","583.0","576.9","585.0","571.1","18.08K","1.07%"
"2016년 06월 07일","576.9","585.2","592.1","561.3","36.12K","-1.43%"
"2016년 06월 06일","585.2","574.0","588.5","574.0","27.45K","1.95%"
"2016년 06월 05일","574.0","572.9","586.0","565.2","28.14K","0.23%"
"2016년 06월 04일","572.7","570.9","593.7","561.5","39.12K","0.32%"
"2016년 06월 03일","570.9","538.8","579.0","535.8","48.45K","5.95%"
"2016년 06월 02일","538.8","536.8","543.7","532.4","16.88K","0.37%"
"2016년 06월 01일","536.8","530.7","546.1","523.8","27.82K","1.15%"
"2016년 05월 31일","530.7","532.9","546.5","518.0","49.88K","-0.41%"
"2016년 05월 30일","532.9","531.0","548.4","521.1","32.60K","0.36%"
"2016년 05월 29일","531.0","527.0","567.0","512.5","83.72K","0.76%"
"2016년 05월 28일","527.0","472.0","541.0","471.0","74.36K","11.65%"
"2016년 05월 27일","472.0","454.0","482.3","453.6","59.12K","3.98%"
"2016년 05월 26일","454.0","449.1","454.7","446.0","9.52K","1.09%"
"2016년 05월 25일","449.1","445.0","450.4","443.0","12.35K","0.91%"
"2016년 05월 24일","445.0","443.5","447.8","442.4","8.33K","0.31%"
"2016년 05월 23일","443.7","437.5","444.4","436.5","7.87K","1.41%"
"2016년 05월 22일","437.5","440.8","441.0","435.1","7.24K","-0.76%"
"2016년 05월 21일","440.8","441.6","442.2","437.0","6.22K","-0.17%"
"2016년 05월 20일","441.6","434.5","443.1","433.0","14.29K","1.51%"
"2016년 05월 19일","435.0","453.5","454.7","433.0","30.35K","-4.08%"
"2016년 05월 18일","453.5","453.2","456.9","451.5","7.16K","0.06%"
"2016년 05월 17일","453.2","453.0","454.9","451.0","7.63K","0.05%"
"2016년 05월 16일","453.0","457.9","459.0","451.0","8.77K","-1.07%"
"2016년 05월 15일","457.9","455.8","460.7","454.7","5.64K","0.46%"
"2016년 05월 14일","455.8","455.8","458.5","454.1","3.61K","0.00%"
"2016년 05월 13일","455.8","455.0","457.5","452.0","7.13K","0.17%"
"2016년 05월 12일","455.0","452.3","456.1","445.9","18.08K","0.60%"
"2016년 05월 11일","452.3","450.7","454.7","450.0","8.03K","0.35%"
"2016년 05월 10일","450.7","461.6","464.0","446.2","22.57K","-2.35%"
"2016년 05월 09일","461.6","459.9","465.4","457.8","15.12K","0.37%"
"2016년 05월 08일","459.9","460.2","461.6","456.0","6.45K","-0.07%"
"2016년 05월 07일","460.2","461.2","463.0","458.3","7.81K","-0.21%"
"2016년 05월 06일","461.2","448.4","465.0","448.0","26.54K","2.85%"
"2016년 05월 05일","448.4","447.4","450.4","446.1","10.79K","0.23%"
"2016년 05월 04일","447.4","450.4","451.0","445.1","7.05K","-0.67%"
"2016년 05월 03일","450.4","443.7","452.0","440.1","12.16K","1.50%"
"2016년 05월 02일","443.7","451.1","452.5","436.0","29.74K","-1.64%"
"2016년 05월 01일","451.1","446.6","453.0","445.7","3.90K","1.01%"
"2016년 04월 30일","446.6","455.3","456.0","445.1","10.58K","-1.92%"
"2016년 04월 29일","455.3","450.5","457.4","445.8","13.42K","1.08%"
"2016년 04월 28일","450.5","444.9","450.8","435.0","25.33K","1.21%"
"2016년 04월 27일","445.1","468.1","469.7","443.4","40.28K","-4.92%"
"2016년 04월 26일","468.1","461.8","472.0","461.8","18.72K","1.38%"
"2016년 04월 25일","461.8","463.0","471.6","455.0","25.90K","-0.27%"
"2016년 04월 24일","463.0","453.7","465.0","450.2","24.13K","2.05%"
"2016년 04월 23일","453.7","447.8","454.6","445.7","10.16K","1.32%"
"2016년 04월 22일","447.8","452.3","453.1","444.5","12.21K","-0.94%"
"2016년 04월 21일","452.0","443.9","454.5","442.3","17.83K","1.82%"
"2016년 04월 20일","444.0","437.8","446.5","436.6","21.25K","1.41%"
"2016년 04월 19일","437.8","430.0","439.0","428.5","12.05K","1.80%"
"2016년 04월 18일","430.0","428.5","430.9","426.5","7.58K","0.36%"
"2016년 04월 17일","428.5","432.5","433.5","426.4","8.48K","-0.82%"
"2016년 04월 16일","432.0","431.5","435.7","430.5","7.71K","0.13%"
"2016년 04월 15일","431.5","426.0","432.4","426.0","15.84K","1.28%"
"2016년 04월 14일","426.0","424.8","426.4","424.0","4.13K","0.30%"
"2016년 04월 13일","424.8","426.6","427.7","423.0","6.67K","-0.43%"
"2016년 04월 12일","426.6","423.7","430.0","423.7","14.77K","0.67%"
"2016년 04월 11일","423.7","421.3","423.9","418.8","6.40K","0.57%"
"2016년 04월 10일","421.3","418.5","422.8","417.5","4.25K","0.68%"
"2016년 04월 09일","418.5","418.5","418.8","412.0","6.33K","0.00%"
"2016년 04월 08일","418.5","422.3","424.5","415.5","9.85K","-0.90%"
"2016년 04월 07일","422.3","422.6","422.9","417.8","7.73K","-0.07%"
"2016년 04월 06일","422.6","423.8","424.5","421.7","5.68K","-0.28%"
"2016년 04월 05일","423.8","420.5","424.6","419.6","7.26K","0.78%"
"2016년 04월 04일","420.5","420.6","421.2","416.3","5.75K","-0.03%"
"2016년 04월 03일","420.6","420.3","421.7","417.6","4.25K","0.07%"
"2016년 04월 02일","420.3","417.9","422.8","417.5","6.12K","0.66%"
"2016년 04월 01일","417.6","416.0","417.6","414.0","5.41K","0.37%"
"2016년 03월 31일","416.0","413.2","418.3","413.0","7.27K","0.68%"
"2016년 03월 30일","413.2","416.0","416.0","408.6","9.04K","-0.63%"
"2016년 03월 29일","415.8","424.1","426.4","407.5","23.30K","-1.95%"
"2016년 03월 28일","424.1","427.4","428.0","422.4","9.25K","-0.77%"
"2016년 03월 27일","427.4","416.7","431.0","415.8","22.33K","2.56%"
"2016년 03월 26일","416.7","416.0","418.7","414.5","5.04K","0.17%"
"2016년 03월 25일","416.0","415.3","417.0","413.0","3.69K","0.17%"
"2016년 03월 24일","415.3","418.1","418.1","414.0","7.56K","-0.67%"
"2016년 03월 23일","418.1","417.7","419.7","415.8","7.19K","0.10%"
"2016년 03월 22일","417.7","411.9","418.7","409.9","10.20K","1.41%"
"2016년 03월 21일","411.9","411.3","412.1","406.0","7.82K","0.15%"
"2016년 03월 20일","411.3","408.4","413.0","407.9","5.66K","0.70%"
"2016년 03월 19일","408.4","407.7","410.7","404.0","8.96K","0.17%"
"2016년 03월 18일","407.7","418.8","418.9","403.0","21.09K","-2.64%"
"2016년 03월 17일","418.8","417.3","420.6","416.7","8.31K","0.35%"
"2016년 03월 16일","417.3","415.5","418.0","414.0","7.07K","0.43%"
"2016년 03월 15일","415.5","415.9","418.8","412.8","9.63K","-0.12%"
