"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 03월 24일","52,347.2","54,331.0","56,919.0","52,347.2","14.08K","-3.65%"
"2021년 03월 23일","54,331.0","54,074.0","55,646.9","53,541.2","6.57K","0.48%"
"2021년 03월 22일","54,074.0","57,368.0","58,036.0","54,074.0","8.72K","-5.74%"
"2021년 03월 21일","57,368.0","58,087.0","58,499.5","56,200.0","8.29K","-1.24%"
"2021년 03월 20일","58,087.0","58,074.0","59,421.0","58,074.0","6.78K","0.02%"
"2021년 03월 19일","58,074.0","57,640.0","58,961.0","57,030.0","6.48K","0.75%"
"2021년 03월 18일","57,640.0","58,870.0","59,799.0","57,580.0","7.24K","-2.09%"
"2021년 03월 17일","58,870.0","56,924.0","58,870.0","54,576.0","11.27K","3.42%"
"2021년 03월 16일","56,924.0","55,644.0","56,924.0","54,049.0","10.49K","2.30%"
"2021년 03월 15일","55,644.0","59,005.0","60,141.1","55,644.0","14.78K","-5.70%"
"2021년 03월 14일","59,005.0","61,207.0","61,468.0","59,005.0","6.64K","-3.60%"
"2021년 03월 13일","61,207.0","57,315.0","61,207.0","56,488.0","13.70K","6.79%"
"2021년 03월 12일","57,315.0","57,869.0","57,869.0","55,946.0","9.56K","-0.96%"
"2021년 03월 11일","57,869.0","55,939.0","57,921.0","54,834.0","8.66K","3.42%"
"2021년 03월 10일","55,955.2","54,950.0","57,033.0","53,698.7","10.68K","1.83%"
"2021년 03월 09일","54,949.4","52,395.0","54,949.4","52,395.0","8.20K","4.88%"
"2021년 03월 08일","52,395.0","51,031.2","52,395.0","49,821.0","6.15K","2.67%"
"2021년 03월 07일","51,031.2","48,895.0","51,031.2","48,895.0","5.37K","4.37%"
"2021년 03월 06일","48,895.0","48,811.0","49,043.1","47,515.4","4.21K","0.17%"
"2021년 03월 05일","48,811.0","48,368.0","49,277.0","46,662.0","9.42K","0.92%"
"2021년 03월 04일","48,368.0","50,425.0","51,556.0","48,059.0","9.56K","-4.08%"
"2021년 03월 03일","50,425.0","48,526.0","52,018.0","48,526.0","8.60K","3.91%"
"2021년 03월 02일","48,526.0","49,572.0","49,572.0","47,453.6","8.37K","-2.11%"
"2021년 03월 01일","49,572.0","45,300.0","49,572.0","45,300.0","9.42K","9.43%"
"2021년 02월 28일","45,300.0","46,217.0","46,360.5","43,380.0","13.54K","-1.98%"
"2021년 02월 27일","46,217.0","46,319.0","47,766.9","46,217.0","7.60K","-0.22%"
"2021년 02월 26일","46,319.0","47,144.0","48,250.0","45,320.0","22.33K","-1.75%"
"2021년 02월 25일","47,144.0","49,715.0","51,511.0","47,144.0","9.55K","-5.17%"
"2021년 02월 24일","49,715.0","48,888.0","51,043.0","47,179.0","12.00K","1.69%"
"2021년 02월 23일","48,888.0","54,078.0","54,078.0","45,343.5","32.59K","-9.60%"
"2021년 02월 22일","54,078.0","57,376.0","57,376.0","48,383.0","27.31K","-5.75%"
"2021년 02월 21일","57,376.0","55,838.0","58,238.0","55,639.0","6.69K","2.75%"
"2021년 02월 20일","55,838.0","55,847.0","57,352.0","55,182.0","11.63K","-0.02%"
"2021년 02월 19일","55,847.0","51,566.0","56,093.0","51,079.0","11.80K","8.30%"
"2021년 02월 18일","51,566.0","52,060.0","52,433.0","51,356.9","5.87K","-0.95%"
"2021년 02월 17일","52,060.0","49,225.0","52,284.0","49,225.0","9.21K","5.76%"
"2021년 02월 16일","49,225.0","47,941.0","49,533.5","47,643.0","13.04K","2.68%"
"2021년 02월 15일","47,941.0","48,587.0","48,694.0","46,563.0","9.88K","-1.33%"
"2021년 02월 14일","48,587.0","47,177.0","49,279.0","47,177.0","7.34K","2.99%"
"2021년 02월 13일","47,177.0","47,389.0","47,939.0","46,582.0","5.23K","-0.45%"
"2021년 02월 12일","47,389.0","47,966.0","48,540.0","47,072.0","10.79K","-1.20%"
"2021년 02월 11일","47,966.0","44,835.0","47,981.0","44,444.0","10.30K","6.98%"
"2021년 02월 10일","44,835.0","46,486.0","47,056.0","44,541.0","10.02K","-3.55%"
"2021년 02월 09일","46,486.0","46,440.0","48,004.0","45,882.0","15.90K","0.10%"
"2021년 02월 08일","46,440.0","38,841.0","46,440.0","38,250.0","24.79K","19.56%"
"2021년 02월 07일","38,841.0","39,257.0","39,561.0","38,061.0","7.63K","-1.06%"
"2021년 02월 06일","39,257.0","38,260.0","40,780.0","38,260.0","10.18K","2.61%"
"2021년 02월 05일","38,260.0","36,975.0","38,260.0","36,759.0","4.48K","3.48%"
"2021년 02월 04일","36,975.0","37,677.0","37,998.0","36,521.0","6.42K","-1.86%"
"2021년 02월 03일","37,677.0","35,563.0","37,677.0","35,563.0","8.80K","5.94%"
"2021년 02월 02일","35,563.0","33,559.0","35,960.0","33,559.0","7.01K","5.97%"
"2021년 02월 01일","33,559.0","33,141.0","34,460.1","32,595.0","5.30K","1.26%"
"2021년 01월 31일","33,141.0","34,334.0","34,334.0","32,270.0","5.82K","-3.47%"
"2021년 01월 30일","34,334.0","34,268.0","34,791.0","33,136.6","7.29K","0.16%"
"2021년 01월 29일","34,280.7","33,350.0","38,056.0","32,466.0","28.64K","2.85%"
"2021년 01월 28일","33,331.0","30,454.0","33,418.0","30,344.0","9.17K","9.45%"
"2021년 01월 27일","30,454.0","32,519.0","32,519.0","29,815.0","14.77K","-6.35%"
"2021년 01월 26일","32,519.0","32,268.1","32,735.1","31,434.0","8.54K","0.78%"
"2021년 01월 25일","32,268.1","32,298.0","34,693.0","32,268.1","9.23K","-0.09%"
"2021년 01월 24일","32,298.0","32,099.0","32,830.0","31,481.0","5.89K","0.62%"
"2021년 01월 23일","32,099.0","33,062.0","33,062.0","31,773.0","7.07K","-2.91%"
"2021년 01월 22일","33,062.0","30,852.0","33,631.0","28,991.0","15.72K","7.09%"
"2021년 01월 21일","30,873.0","35,522.0","35,522.0","30,609.0","22.35K","-13.09%"
"2021년 01월 20일","35,521.1","35,915.0","36,263.0","33,447.0","14.14K","-1.22%"
"2021년 01월 19일","35,958.0","36,699.0","37,673.0","35,958.0","9.61K","-2.02%"
"2021년 01월 18일","36,699.0","35,913.0","36,906.0","35,180.0","8.41K","2.22%"
"2021년 01월 17일","35,903.0","36,061.0","36,570.0","33,914.0","9.85K","-0.42%"
"2021년 01월 16일","36,055.0","36,741.0","37,750.0","35,809.0","10.84K","-1.87%"
"2021년 01월 15일","36,741.0","39,145.0","39,476.0","35,268.0","15.55K","-6.20%"
"2021년 01월 14일","39,170.0","37,374.0","39,750.0","37,193.0","12.97K","4.80%"
"2021년 01월 13일","37,375.0","34,106.0","37,418.0","33,160.0","14.89K","9.59%"
"2021년 01월 12일","34,103.0","35,448.0","35,838.6","33,616.0","22.18K","-3.87%"
"2021년 01월 11일","35,476.0","38,226.0","38,226.0","31,842.0","48.04K","-7.19%"
"2021년 01월 10일","38,226.0","40,171.0","41,209.3","37,436.0","19.01K","-4.84%"
"2021년 01월 09일","40,171.0","40,509.0","41,046.0","38,966.0","8.17K","-0.83%"
"2021년 01월 08일","40,509.0","39,407.0","41,616.0","37,723.0","21.79K","2.80%"
"2021년 01월 07일","39,407.0","36,755.0","39,672.0","36,755.0","22.11K","7.22%"
"2021년 01월 06일","36,755.0","33,986.0","36,755.0","33,901.0","18.62K","8.12%"
"2021년 01월 05일","33,996.0","32,020.0","33,996.0","30,979.1","14.48K","6.17%"
"2021년 01월 04일","32,020.0","32,971.0","33,403.0","29,178.0","24.68K","-2.88%"
"2021년 01월 03일","32,971.0","32,183.0","34,253.0","32,110.0","18.91K","2.44%"
"2021년 01월 02일","32,185.0","29,346.0","33,168.0","29,192.0","22.01K","9.67%"
"2021년 01월 01일","29,346.0","28,933.0","29,498.0","28,932.0","8.33K","1.43%"
"2020년 12월 31일","28,933.0","28,880.0","29,133.0","28,358.0","12.22K","0.18%"
"2020년 12월 30일","28,880.0","27,316.0","28,892.0","27,316.0","10.51K","5.73%"
"2020년 12월 29일","27,315.0","27,058.0","27,315.0","25,923.0","8.92K","0.95%"
"2020년 12월 28일","27,058.0","26,241.0","27,308.0","26,241.0","7.60K","3.11%"
"2020년 12월 27일","26,241.0","26,410.0","28,051.1","26,241.0","17.96K","-0.65%"
"2020년 12월 26일","26,412.0","24,717.0","26,577.0","24,566.0","13.15K","6.86%"
"2020년 12월 25일","24,717.0","23,743.0","24,717.0","23,491.0","13.78K","4.14%"
"2020년 12월 24일","23,735.0","23,234.0","23,735.0","22,860.0","4.75K","2.16%"
"2020년 12월 23일","23,234.0","23,805.0","23,916.0","22,917.0","12.07K","-2.40%"
"2020년 12월 22일","23,805.0","22,701.0","23,805.0","22,489.7","7.41K","4.86%"
"2020년 12월 21일","22,701.0","23,432.7","23,901.0","22,483.0","14.18K","-3.10%"
"2020년 12월 20일","23,427.0","23,804.0","24,099.0","23,331.7","9.60K","-1.58%"
"2020년 12월 19일","23,804.0","23,127.0","24,058.0","22,966.0","9.67K","2.93%"
"2020년 12월 18일","23,127.0","22,806.6","23,142.0","22,544.0","7.28K","1.41%"
"2020년 12월 17일","22,806.6","21,322.0","23,492.0","21,322.0","22.87K","6.96%"
"2020년 12월 16일","21,322.0","19,459.0","21,322.0","19,388.0","21.07K","9.57%"
"2020년 12월 15일","19,459.0","19,282.0","19,548.0","19,135.0","6.93K","0.92%"
"2020년 12월 14일","19,281.0","19,180.0","19,281.0","19,076.0","2.53K","0.53%"
"2020년 12월 13일","19,180.0","18,818.0","19,338.1","18,747.0","4.83K","1.96%"
"2020년 12월 12일","18,810.6","18,050.0","18,821.0","18,050.0","3.68K","4.21%"
"2020년 12월 11일","18,050.0","18,260.0","18,260.0","17,764.0","6.57K","-1.15%"
"2020년 12월 10일","18,260.0","18,560.0","18,560.0","18,155.0","3.66K","-1.62%"
"2020년 12월 09일","18,560.0","18,337.0","18,630.0","17,827.0","9.77K","1.23%"
"2020년 12월 08일","18,335.0","19,196.0","19,299.0","18,335.0","9.62K","-4.49%"
"2020년 12월 07일","19,196.0","19,410.0","19,410.0","18,959.4","2.29K","-1.10%"
"2020년 12월 06일","19,410.0","19,157.0","19,410.0","19,015.6","4.33K","1.32%"
"2020년 12월 05일","19,157.0","18,657.0","19,157.0","18,657.0","3.66K","2.68%"
"2020년 12월 04일","18,657.0","19,452.0","19,452.0","18,657.0","8.65K","-4.06%"
"2020년 12월 03일","19,447.0","19,241.0","19,560.0","18,999.4","5.25K","1.07%"
"2020년 12월 02일","19,241.0","18,807.0","19,275.0","18,538.0","7.63K","2.31%"
"2020년 12월 01일","18,807.0","19,695.0","19,733.0","18,727.0","21.94K","-4.47%"
"2020년 11월 30일","19,686.0","18,196.0","19,723.0","18,196.0","14.95K","8.19%"
"2020년 11월 29일","18,196.0","17,746.0","18,212.0","17,579.2","3.99K","2.54%"
"2020년 11월 28일","17,746.0","17,169.3","17,800.0","16,997.0","5.75K","3.36%"
"2020년 11월 27일","17,169.3","17,211.7","17,492.0","16,614.9","11.21K","-0.29%"
"2020년 11월 26일","17,219.0","18,727.0","18,824.0","16,592.0","34.34K","-8.07%"
"2020년 11월 25일","18,730.0","19,134.8","19,303.0","18,730.0","13.48K","-2.12%"
"2020년 11월 24일","19,134.8","18,373.0","19,349.0","18,357.0","14.94K","4.15%"
"2020년 11월 23일","18,373.0","18,399.0","18,655.0","18,158.0","8.76K","-0.14%"
"2020년 11월 22일","18,399.0","18,660.0","18,668.0","18,122.0","9.10K","-1.40%"
"2020년 11월 21일","18,660.0","18,669.0","18,944.5","18,521.0","6.62K","-0.05%"
"2020년 11월 20일","18,669.0","17,810.0","18,699.7","17,810.0","7.97K","4.82%"
"2020년 11월 19일","17,810.0","17,773.0","18,140.0","17,486.0","5.57K","0.21%"
"2020년 11월 18일","17,773.0","17,674.9","18,212.0","17,378.6","17.52K","0.56%"
"2020년 11월 17일","17,674.9","16,710.0","17,740.0","16,627.0","12.21K","5.77%"
"2020년 11월 16일","16,710.0","15,962.2","16,827.6","15,906.0","6.52K","4.68%"
"2020년 11월 15일","15,962.2","16,057.0","16,095.0","15,871.0","2.56K","-0.60%"
"2020년 11월 14일","16,058.3","16,310.0","16,310.0","15,833.0","5.09K","-1.54%"
"2020년 11월 13일","16,310.0","16,296.2","16,405.0","16,079.0","7.70K","0.10%"
"2020년 11월 12일","16,294.0","15,710.0","16,294.0","15,656.0","12.30K","3.72%"
"2020년 11월 11일","15,710.0","15,312.0","15,911.6","15,312.0","6.94K","2.60%"
"2020년 11월 10일","15,312.0","15,329.0","15,402.0","15,177.0","3.74K","-0.11%"
"2020년 11월 09일","15,329.0","15,501.0","15,687.0","15,063.7","8.95K","-1.11%"
"2020년 11월 08일","15,501.0","14,844.1","15,554.2","14,844.1","6.47K","4.43%"
"2020년 11월 07일","14,844.1","15,571.7","15,610.0","14,734.0","14.37K","-4.67%"
"2020년 11월 06일","15,571.7","15,568.0","15,876.0","15,441.0","12.10K","-0.01%"
"2020년 11월 05일","15,574.0","14,160.0","15,574.0","14,160.0","15.90K","9.99%"
"2020년 11월 04일","14,160.0","14,025.0","14,160.0","13,643.0","10.10K","0.96%"
"2020년 11월 03일","14,025.0","13,562.0","14,025.0","13,401.0","5.81K","3.41%"
"2020년 11월 02일","13,563.0","13,756.0","13,828.5","13,414.0","6.59K","-1.40%"
"2020년 11월 01일","13,756.0","13,788.0","13,829.0","13,679.5","3.11K","-0.23%"
"2020년 10월 31일","13,788.0","13,568.0","13,958.0","13,499.0","8.95K","1.62%"
"2020년 10월 30일","13,568.0","13,451.0","13,642.2","13,250.0","4.66K","0.87%"
"2020년 10월 29일","13,451.0","13,272.0","13,555.1","13,153.0","4.07K","1.35%"
"2020년 10월 28일","13,272.0","13,626.3","13,763.0","13,041.2","7.11K","-2.60%"
"2020년 10월 27일","13,626.3","13,061.0","13,703.5","13,061.0","8.98K","4.33%"
"2020년 10월 26일","13,061.0","13,037.0","13,205.0","12,863.0","3.68K","0.18%"
"2020년 10월 25일","13,037.0","13,127.0","13,298.0","12,990.0","3.63K","-0.72%"
"2020년 10월 24일","13,132.0","12,935.0","13,166.0","12,905.0","1.97K","1.52%"
"2020년 10월 23일","12,935.0","12,988.0","12,999.0","12,757.0","2.90K","-0.41%"
"2020년 10월 22일","12,988.0","12,810.9","13,128.0","12,738.3","6.09K","1.27%"
"2020년 10월 21일","12,825.0","11,925.0","13,099.0","11,925.0","15.40K","7.55%"
"2020년 10월 20일","11,925.0","11,757.0","11,980.0","11,723.0","5.42K","1.43%"
"2020년 10월 19일","11,757.0","11,518.0","11,764.0","11,451.0","3.77K","2.08%"
"2020년 10월 18일","11,518.0","11,375.0","11,518.0","11,366.0","1.32K","1.26%"
"2020년 10월 17일","11,375.0","11,325.0","11,375.0","11,325.0","1.04K","0.44%"
"2020년 10월 16일","11,325.0","11,509.0","11,540.0","11,268.2","3.46K","-1.60%"
"2020년 10월 15일","11,509.0","11,440.0","11,513.0","11,335.0","4.26K","0.60%"
"2020년 10월 14일","11,440.0","11,442.0","11,547.0","11,347.0","2.69K","-0.02%"
"2020년 10월 13일","11,442.0","11,560.0","11,560.0","11,392.5","3.91K","-1.02%"
"2020년 10월 12일","11,560.0","11,385.0","11,698.9","11,284.0","6.37K","1.54%"
"2020년 10월 11일","11,385.0","11,308.0","11,430.0","11,308.0","1.48K","0.68%"
"2020년 10월 10일","11,308.0","11,071.0","11,450.0","11,071.0","4.17K","2.14%"
"2020년 10월 09일","11,071.0","10,943.0","11,102.4","10,878.0","2.57K","1.17%"
"2020년 10월 08일","10,943.0","10,687.0","10,943.0","10,577.0","3.64K","2.40%"
"2020년 10월 07일","10,687.0","10,613.7","10,687.0","10,584.1","1.67K","0.69%"
"2020년 10월 06일","10,613.7","10,807.0","10,807.0","10,592.0","3.22K","-1.79%"
"2020년 10월 05일","10,807.0","10,687.0","10,807.0","10,669.0","1.78K","1.12%"
"2020년 10월 04일","10,687.0","10,558.6","10,694.1","10,557.6","1.63K","1.22%"
"2020년 10월 03일","10,558.6","10,586.0","10,608.0","10,535.0","0.83K","-0.26%"
"2020년 10월 02일","10,586.0","10,634.0","10,634.0","10,476.0","3.74K","-0.45%"
"2020년 10월 01일","10,634.0","10,795.0","10,909.0","10,523.0","5.68K","-1.48%"
"2020년 09월 30일","10,794.0","10,856.0","10,856.0","10,715.0","1.50K","-0.57%"
"2020년 09월 29일","10,856.0","10,712.0","10,856.0","10,697.0","1.79K","1.34%"
"2020년 09월 28일","10,712.0","10,803.0","10,941.0","10,712.0","3.79K","-0.84%"
"2020년 09월 27일","10,803.0","10,750.0","10,807.1","10,664.0","1.75K","0.49%"
"2020년 09월 26일","10,750.0","10,708.0","10,776.9","10,700.7","0.94K","0.39%"
"2020년 09월 25일","10,708.0","10,754.0","10,765.0","10,629.0","2.35K","-0.43%"
"2020년 09월 24일","10,754.0","10,263.0","10,760.0","10,263.0","3.20K","4.78%"
"2020년 09월 23일","10,263.0","10,549.0","10,549.0","10,255.0","3.09K","-2.71%"
"2020년 09월 22일","10,549.0","10,435.0","10,589.0","10,435.0","2.41K","1.10%"
"2020년 09월 21일","10,434.0","10,934.5","10,980.9","10,434.0","6.01K","-4.58%"
"2020년 09월 20일","10,934.5","11,099.0","11,099.0","10,848.2","1.82K","-1.48%"
"2020년 09월 19일","11,099.0","10,957.2","11,127.0","10,957.2","2.47K","1.29%"
"2020년 09월 18일","10,957.2","10,959.0","11,022.0","10,868.0","2.26K","-0.02%"
"2020년 09월 17일","10,959.0","10,971.3","11,040.4","10,812.7","2.51K","-0.11%"
"2020년 09월 16일","10,971.3","10,797.0","11,091.0","10,690.9","4.80K","1.61%"
"2020년 09월 15일","10,797.0","10,690.0","10,899.9","10,690.0","4.99K","1.04%"
"2020년 09월 14일","10,686.0","10,331.0","10,754.0","10,331.0","3.68K","3.44%"
"2020년 09월 13일","10,331.0","10,458.0","10,560.0","10,244.0","4.04K","-1.21%"
"2020년 09월 12일","10,458.0","10,405.0","10,463.5","10,352.0","1.43K","0.51%"
"2020년 09월 11일","10,405.0","10,355.0","10,405.0","10,220.0","2.47K","0.48%"
"2020년 09월 10일","10,355.0","10,240.0","10,407.0","10,240.0","3.55K","1.12%"
"2020년 09월 09일","10,240.0","10,149.8","10,324.0","10,030.0","2.41K","0.89%"
"2020년 09월 08일","10,149.8","10,397.0","10,397.0","10,007.0","6.76K","-2.38%"
"2020년 09월 07일","10,397.0","10,276.0","10,397.0","9,964.1","6.30K","1.18%"
"2020년 09월 06일","10,276.0","10,196.9","10,325.0","10,122.0","2.76K","0.77%"
"2020년 09월 05일","10,197.0","10,484.7","10,517.7","10,046.2","8.51K","-2.74%"
"2020년 09월 04일","10,484.7","10,170.0","10,593.0","10,170.0","13.59K","3.09%"
"2020년 09월 03일","10,170.0","11,408.0","11,408.0","10,011.0","15.88K","-10.85%"
"2020년 09월 02일","11,408.0","11,942.0","11,942.0","11,334.0","6.19K","-4.47%"
"2020년 09월 01일","11,942.0","11,671.0","12,037.0","11,616.0","5.02K","2.32%"
"2020년 08월 31일","11,671.0","11,729.9","11,734.0","11,639.1","2.24K","-0.50%"
"2020년 08월 30일","11,729.9","11,492.0","11,729.9","11,492.0","2.10K","2.07%"
"2020년 08월 29일","11,492.0","11,545.0","11,587.0","11,476.3","1.52K","-0.46%"
"2020년 08월 28일","11,545.0","11,343.0","11,545.0","11,343.0","2.02K","1.78%"
"2020년 08월 27일","11,343.0","11,471.1","11,471.1","11,254.0","4.81K","-1.12%"
"2020년 08월 26일","11,471.0","11,341.0","11,482.0","11,316.0","2.48K","1.15%"
"2020년 08월 25일","11,341.0","11,768.0","11,768.0","11,200.0","6.16K","-3.63%"
"2020년 08월 24일","11,768.0","11,663.0","11,817.9","11,616.8","1.99K","0.90%"
"2020년 08월 23일","11,663.0","11,685.0","11,692.6","11,551.0","1.93K","-0.19%"
"2020년 08월 22일","11,685.0","11,531.0","11,690.7","11,449.0","3.46K","1.34%"
"2020년 08월 21일","11,531.0","11,884.0","11,889.0","11,531.0","6.10K","-2.97%"
"2020년 08월 20일","11,884.0","11,778.0","11,900.0","11,719.0","2.73K","0.90%"
"2020년 08월 19일","11,778.0","11,961.8","12,004.0","11,694.6","6.29K","-1.54%"
"2020년 08월 18일","11,961.8","12,300.0","12,359.0","11,927.2","7.18K","-2.75%"
"2020년 08월 17일","12,300.0","11,925.0","12,415.0","11,826.1","10.12K","3.14%"
"2020년 08월 16일","11,925.0","11,873.4","11,925.0","11,781.0","2.71K","0.43%"
"2020년 08월 15일","11,873.4","11,761.0","11,977.4","11,761.0","4.04K","0.96%"
"2020년 08월 14일","11,761.0","11,792.5","11,824.0","11,699.0","4.65K","-0.27%"
"2020년 08월 13일","11,792.5","11,589.0","11,792.5","11,388.0","5.78K","1.74%"
"2020년 08월 12일","11,591.0","11,379.8","11,591.0","11,257.0","5.82K","1.86%"
"2020년 08월 11일","11,379.8","11,892.0","11,912.0","11,278.0","7.11K","-4.31%"
"2020년 08월 10일","11,892.0","11,675.7","12,024.0","11,675.7","6.57K","1.85%"
"2020년 08월 09일","11,675.7","11,764.0","11,782.0","11,572.0","1.57K","-0.75%"
"2020년 08월 08일","11,764.0","11,580.0","11,772.0","11,564.0","1.87K","1.59%"
"2020년 08월 07일","11,580.0","11,759.0","11,845.0","11,509.0","5.09K","-1.52%"
"2020년 08월 06일","11,759.0","11,735.8","11,858.0","11,649.7","3.90K","0.20%"
"2020년 08월 05일","11,735.8","11,184.0","11,735.8","11,182.0","5.79K","4.93%"
"2020년 08월 04일","11,184.0","11,226.5","11,346.8","11,096.0","3.26K","-0.38%"
"2020년 08월 03일","11,226.5","11,053.8","11,389.0","11,053.8","4.09K","1.56%"
"2020년 08월 02일","11,053.8","11,804.7","11,917.0","11,032.0","13.22K","-6.36%"
"2020년 08월 01일","11,804.7","11,350.0","11,804.7","11,307.0","10.57K","4.01%"
"2020년 07월 31일","11,350.0","11,123.0","11,378.0","11,038.0","5.83K","2.04%"
"2020년 07월 30일","11,123.0","11,117.0","11,180.0","10,965.0","4.25K","0.05%"
"2020년 07월 29일","11,117.0","10,932.0","11,240.0","10,929.2","8.82K","1.69%"
