,1,52,825,1027,1839,2010,3408,4172,4687,5426,other_total_market_cap,global
2021-11-22,1106403638081.7468,49615645096.37322,73179578475.23686,503443152591.1182,97207599693.02702,60953934443.61138,36128797601.94221,17366449246.628536,13214968795.406328,69946603840.25462,594245488896.5563,2621705856761.9014
2021-11-29,1085455859458.4081,45875211022.826294,73192721453.92368,511339889556.6342,102634562687.03287,53568370061.19351,38376609695.20246,19767020693.94206,12963045553.850224,61360122579.7109,566425289930.1132,2570958702692.8374
2021-12-06,931832468398.9512,37739938880.64992,75210362137.97256,497058145491.4827,92596213741.23517,45819049616.650955,40903528133.327736,25987660204.95552,13591577700.266973,59714599022.29501,470605868177.4883,2291059411505.276
2021-12-13,948164976218.7858,39864773355.456604,76227088312.44466,491522101084.5693,95411078316.31105,45189889993.487976,41637363232.42968,23498495689.59971,13799076696.276108,53095964900.01077,479245149653.30164,2307655957452.6733
2021-12-20,880597810565.5747,39331604269.554,76302339181.21599,464871981160.0974,88059808356.13483,42217637981.75408,42057449433.610054,28836699176.999283,14378906614.376179,55101478571.2359,453523436169.9176,2185279151480.47
2021-12-27,961618538425.7545,43848407983.78498,78013644494.50261,483971940383.3164,91202794262.04643,48875858730.17575,42358617231.41953,36181002137.87213,14633715548.240358,61390430413.52656,529217179440.09973,2391312129050.739
2022-01-03,894534242962.1992,40760638018.00213,78365464872.52718,454922393842.7393,88534118056.51529,45972554402.20065,42565704993.47987,32423476536.589657,14624390362.50402,54517934089.120766,508742385723.0662,2255963303858.9443
2022-01-10,793912931913.9781,35898629133.58289,78308509338.83258,376058618514.0158,73194642930.22418,39319052009.70178,43655187614.42065,26627011513.15488,14020035187.332348,44029266054.059,444276874640.2488,1969300758849.551
2022-01-17,816823509359.9104,37155568328.68062,78425070339.415,399702839299.3204,83129646360.73459,47510533524.774475,45433506199.716156,31205602951.22339,14441241359.638966,46476749785.21071,478235813197.6585,2078540080706.2832
2022-01-24,684859808413.9619,29827934840.570442,78349225520.72585,301900254595.97046,63107085811.820885,37492313024.15686,47625600122.26836,27998113267.806828,14001772193.621874,31113736729.0106,355874912847.02026,1672150757366.9343
2022-01-31,718419130119.413,28752729341.245872,78151878542.43085,310864527450.9335,62348199889.51898,34826214648.89185,49796409321.9951,18608534729.869785,14993555355.590702,29441613787.915646,369324040046.2857,1715526833234.091
2022-02-07,802582761592.1385,32656058525.9809,77949713407.15283,364698158512.673,69267400036.03452,38294703846.76369,51036317477.90172,22399815286.59953,16508506126.537716,36487684519.20388,422165694167.5579,1934046813498.5442
2022-02-14,798183518205.3665,38611591476.03183,78458488921.59126,343973367023.24646,65751322753.32229,35079003535.655975,52352864679.2004,20532043927.840263,17587047726.256756,29544014226.435406,398286294822.4894,1878359557297.4365
2022-02-21,727064681314.4646,37164941000.28496,79050361959.65054,313522162725.9775,62700202466.71509,31250001463.83013,52565321746.8905,19203054201.68191,18094305807.96877,29023793681.604885,366223959277.8131,1735862785646.882
