기준분기,연령대,소득추정등급,"대출금액합계<미적용, 십만원>","차주수합계<미적용, 명>"
2017Q3,50대,11,1508056,2688
2017Q3,50대,12,600615,1057
2017Q3,50대,13,1313147,1791
2017Q3,50대,14,1811125,2272
2017Q3,50대,15,2490451,2690
2017Q3,60대,00,99760,444
2017Q3,60대,01,3687862,1229
2017Q3,60대,02,1851699,801
2017Q3,60대,03,3739381,1794
2017Q3,60대,04,2779805,1620
2017Q3,60대,05,3868099,2840
2017Q3,60대,06,4531845,4519
2017Q3,60대,07,5097578,5673
2017Q3,60대,08,6510881,9840
2017Q3,60대,09,5266913,9380
2017Q3,60대,10,2283659,4922
2017Q3,60대,11,1194761,2331
2017Q3,60대,12,608824,1292
2017Q3,60대,13,1216759,2680
2017Q3,60대,14,918576,1525
2017Q3,60대,15,1168241,1389
2017Q3,70세 이상,00,153727,249
2017Q3,70세 이상,01,697630,146
2017Q3,70세 이상,02,130447,31
2017Q3,70세 이상,03,166895,69
2017Q3,70세 이상,04,62580,42
2017Q3,70세 이상,05,194965,109
2017Q3,70세 이상,06,198651,142
2017Q3,70세 이상,07,165607,178
2017Q3,70세 이상,08,197596,289
2017Q3,70세 이상,09,262463,332
2017Q3,70세 이상,10,87296,138
2017Q3,70세 이상,11,117057,142
2017Q3,70세 이상,12,45218,71
2017Q3,70세 이상,13,9946004,13308
2017Q3,70세 이상,14,3034581,5209
2017Q3,70세 이상,15,482308,818
2017Q4,20대,00,86081,565
2017Q4,20대,01,28546,38
2017Q4,20대,02,43672,50
2017Q4,20대,03,247330,195
2017Q4,20대,04,158977,184
2017Q4,20대,05,266703,362
2017Q4,20대,06,682471,918
2017Q4,20대,07,665212,800
2017Q4,20대,08,1575713,3773
2017Q4,20대,09,1817511,4770
2017Q4,20대,10,947462,2413
2017Q4,20대,11,1362585,4532
2017Q4,20대,12,1056931,4568
2017Q4,20대,13,1653211,9596
2017Q4,20대,14,1868724,13901
2017Q4,20대,15,876352,7646
2017Q4,30대,00,560510,2721
2017Q4,30대,01,2752504,1215
2017Q4,30대,02,2347804,1208
2017Q4,30대,03,5314254,3038
2017Q4,30대,04,3754366,2358
2017Q4,30대,05,6489613,4885
2017Q4,30대,06,7544735,6726
2017Q4,30대,07,8584645,8710
2017Q4,30대,08,11101832,15683
2017Q4,30대,09,10410666,17388
2017Q4,30대,10,4132789,7725
2017Q4,30대,11,4058437,8598
2017Q4,30대,12,1807950,4316
2017Q4,30대,13,1909062,4373
2017Q4,30대,14,2576152,6135
2017Q4,30대,15,1756363,3068
2017Q4,40대,00,749472,3077
2017Q4,40대,01,12427680,5355
2017Q4,40대,02,7685519,3943
2017Q4,40대,03,13445405,8993
2017Q4,40대,04,8489526,6638
2017Q4,40대,05,10612071,9603
2017Q4,40대,06,12422722,13430
2017Q4,40대,07,12473811,16380
2017Q4,40대,08,11547496,18858
2017Q4,40대,09,8243469,15660
2017Q4,40대,10,2568008,4919
2017Q4,40대,11,2453788,4635
2017Q4,40대,12,997665,1552
2017Q4,40대,13,1508724,2310
2017Q4,40대,14,2340517,3232
2017Q4,40대,15,2616368,3185
2017Q4,50대,00,454817,1739
2017Q4,50대,01,13244920,5535
2017Q4,50대,02,7731656,4117
2017Q4,50대,03,11264519,7896
2017Q4,50대,04,7243833,5665
2017Q4,50대,05,9722326,9123
2017Q4,50대,06,10045282,10625
2017Q4,50대,07,11590338,14749
2017Q4,50대,08,10968127,17987
2017Q4,50대,09,7464173,14018
2017Q4,50대,10,2611098,5879
2017Q4,50대,11,1541591,2823
2017Q4,50대,12,645959,1125
2017Q4,50대,13,1383513,1855
2017Q4,50대,14,1907661,2380
2017Q4,50대,15,2668548,2859
2017Q4,60대,00,102735,446
2017Q4,60대,01,3717261,1259
2017Q4,60대,02,2039697,780
2017Q4,60대,03,3791491,1789
2017Q4,60대,04,2766537,1587
2017Q4,60대,05,3723223,2721
2017Q4,60대,06,4683687,4645
2017Q4,60대,07,4992185,5688
2017Q4,60대,08,6482755,9688
2017Q4,60대,09,5364985,9459
2017Q4,60대,10,2234596,4734
2017Q4,60대,11,1215610,2373
2017Q4,60대,12,655564,1338
2017Q4,60대,13,1199898,2636
2017Q4,60대,14,966616,1577
2017Q4,60대,15,1222903,1471
2017Q4,70세 이상,00,170779,233
2017Q4,70세 이상,01,771133,145
2017Q4,70세 이상,02,61695,23
2017Q4,70세 이상,03,129354,56
2017Q4,70세 이상,04,52610,27
2017Q4,70세 이상,05,121163,73
2017Q4,70세 이상,06,168811,81
2017Q4,70세 이상,07,135539,114
2017Q4,70세 이상,08,93135,137
2017Q4,70세 이상,09,184988,202
2017Q4,70세 이상,10,80220,84
2017Q4,70세 이상,11,116801,121
2017Q4,70세 이상,12,33888,49
2017Q4,70세 이상,13,10302220,13636
2017Q4,70세 이상,14,3055283,5254
2017Q4,70세 이상,15,512660,839
2018Q1,20대,00,106719,885
2018Q1,20대,01,29959,41
2018Q1,20대,02,71250,54
2018Q1,20대,03,247887,229
2018Q1,20대,04,164780,203
2018Q1,20대,05,350000,410
2018Q1,20대,06,760246,1027
2018Q1,20대,07,760677,882
2018Q1,20대,08,1895169,4444
2018Q1,20대,09,1973517,5184
2018Q1,20대,10,1075519,2783
2018Q1,20대,11,1473106,4895
2018Q1,20대,12,1126622,4750
2018Q1,20대,13,1661219,10076
2018Q1,20대,14,1910397,13906
2018Q1,20대,15,886509,7720
2018Q1,30대,00,557958,2661
2018Q1,30대,01,2850202,1242
2018Q1,30대,02,2556712,1273
2018Q1,30대,03,5572464,3149
2018Q1,30대,04,3940383,2480
2018Q1,30대,05,6579548,4939
2018Q1,30대,06,7782025,6791
2018Q1,30대,07,8756801,8807
2018Q1,30대,08,11207766,15859
2018Q1,30대,09,10110592,16914
2018Q1,30대,10,4057870,7493
2018Q1,30대,11,4012605,8294
2018Q1,30대,12,1720499,4056
2018Q1,30대,13,1919526,4196
2018Q1,30대,14,2532201,5925
2018Q1,30대,15,1807399,3042
2018Q1,40대,00,762204,3031
2018Q1,40대,01,12165935,5276
2018Q1,40대,02,7470292,3845
2018Q1,40대,03,13566946,8966
2018Q1,40대,04,8303450,6463
2018Q1,40대,05,10393159,9407
2018Q1,40대,06,11834506,12987
2018Q1,40대,07,12136165,15823
2018Q1,40대,08,11184436,17917
2018Q1,40대,09,7842327,14890
2018Q1,40대,10,2498466,4659
2018Q1,40대,11,2375426,4440
2018Q1,40대,12,975889,1519
2018Q1,40대,13,1533007,2308
2018Q1,40대,14,2345593,3201
2018Q1,40대,15,2601620,3165
2018Q1,50대,00,474834,1857
2018Q1,50대,01,13901254,5832
2018Q1,50대,02,7908432,4297
2018Q1,50대,03,11547567,8186
2018Q1,50대,04,7453157,5858
2018Q1,50대,05,9881023,9398
2018Q1,50대,06,10414784,10998
2018Q1,50대,07,11709831,14845
2018Q1,50대,08,11291181,18474
2018Q1,50대,09,7528449,13990
2018Q1,50대,10,2606861,5865
2018Q1,50대,11,1672606,2894
2018Q1,50대,12,719252,1162
2018Q1,50대,13,1416530,1866
2018Q1,50대,14,2023516,2530
2018Q1,50대,15,2868645,3046
2018Q1,60대,00,104798,467
2018Q1,60대,01,3861200,1353
2018Q1,60대,02,1967751,851
2018Q1,60대,03,3942836,1869
2018Q1,60대,04,2760089,1703
2018Q1,60대,05,3961162,2938
2018Q1,60대,06,4831133,4806
2018Q1,60대,07,5146020,5897
2018Q1,60대,08,6701707,9995
2018Q1,60대,09,5270893,9474
2018Q1,60대,10,2154108,4599
2018Q1,60대,11,1203118,2327
2018Q1,60대,12,623367,1332
2018Q1,60대,13,1151456,2559
2018Q1,60대,14,1007557,1606
2018Q1,60대,15,1297473,1555
2018Q1,70세 이상,00,159902,241
2018Q1,70세 이상,01,792230,166
2018Q1,70세 이상,02,112674,42
2018Q1,70세 이상,03,179560,72
2018Q1,70세 이상,04,84600,46
2018Q1,70세 이상,05,180924,115
2018Q1,70세 이상,06,233913,166
2018Q1,70세 이상,07,215676,207
2018Q1,70세 이상,08,203483,318
2018Q1,70세 이상,09,287669,385
2018Q1,70세 이상,10,88827,174
2018Q1,70세 이상,11,134775,153
2018Q1,70세 이상,12,49768,81
2018Q1,70세 이상,13,10180894,13611
2018Q1,70세 이상,14,3156861,5325
2018Q1,70세 이상,15,560835,868
2018Q2,20대,00,258825,589
2018Q2,20대,01,35854,45
2018Q2,20대,02,68192,55
2018Q2,20대,03,242944,236
2018Q2,20대,04,190100,221
2018Q2,20대,05,360554,417
2018Q2,20대,06,802351,1069
2018Q2,20대,07,811818,932
2018Q2,20대,08,1966661,4479
2018Q2,20대,09,2045055,5168
2018Q2,20대,10,1050807,2637
2018Q2,20대,11,1537549,4865
2018Q2,20대,12,1090390,4663
2018Q2,20대,13,1594872,9793
2018Q2,20대,14,1858599,14033
2018Q2,20대,15,886052,7628
2018Q2,30대,00,715282,2614
2018Q2,30대,01,3121141,1316
2018Q2,30대,02,2646634,1312
2018Q2,30대,03,5815580,3244
2018Q2,30대,04,4128451,2590
2018Q2,30대,05,6822036,5078
2018Q2,30대,06,7963700,6915
2018Q2,30대,07,8986882,8948
2018Q2,30대,08,11503160,16058
2018Q2,30대,09,10158975,16888
2018Q2,30대,10,4039843,7489
2018Q2,30대,11,3998887,8260
2018Q2,30대,12,1707451,4077
2018Q2,30대,13,1999481,4260
2018Q2,30대,14,2558546,5918
2018Q2,30대,15,1845979,3118
2018Q2,40대,00,813588,3024
2018Q2,40대,01,12663844,5536
2018Q2,40대,02,7810221,3970
2018Q2,40대,03,14092995,9245
2018Q2,40대,04,8722090,6721
2018Q2,40대,05,10635412,9779
2018Q2,40대,06,12035141,13116
2018Q2,40대,07,12260971,16054
2018Q2,40대,08,11312103,18177
2018Q2,40대,09,7980874,14727
2018Q2,40대,10,2512141,4685
2018Q2,40대,11,2443571,4490
2018Q2,40대,12,961853,1499
2018Q2,40대,13,1645004,2439
2018Q2,40대,14,2493040,3323
2018Q2,40대,15,2703388,3300
2018Q2,50대,00,461652,1800
2018Q2,50대,01,14019396,5932
2018Q2,50대,02,7732197,4276
2018Q2,50대,03,11561703,8110
2018Q2,50대,04,7298721,5866
2018Q2,50대,05,9900214,9331
2018Q2,50대,06,10484511,11009
2018Q2,50대,07,11515680,14699
2018Q2,50대,08,11003892,18048
2018Q2,50대,09,7556164,13798
2018Q2,50대,10,2607985,5808
2018Q2,50대,11,1665476,2858
2018Q2,50대,12,714781,1177
2018Q2,50대,13,1421505,1858
2018Q2,50대,14,2069810,2560
2018Q2,50대,15,2941365,3112
2018Q2,60대,00,98577,467
2018Q2,60대,01,3883455,1376
2018Q2,60대,02,1836706,817
2018Q2,60대,03,3802659,1752
2018Q2,60대,04,2742826,1623
2018Q2,60대,05,3880086,2897
2018Q2,60대,06,4852168,4835
2018Q2,60대,07,5233195,5901
2018Q2,60대,08,6488500,9730
2018Q2,60대,09,5323827,9491
2018Q2,60대,10,2063428,4405
2018Q2,60대,11,1173897,2301
2018Q2,60대,12,656539,1363
2018Q2,60대,13,1193402,2561
2018Q2,60대,14,1042995,1611
2018Q2,60대,15,1348306,1602
2018Q2,70세 이상,00,126437,177
2018Q2,70세 이상,01,777698,168
2018Q2,70세 이상,02,134983,42
2018Q2,70세 이상,03,145804,66
2018Q2,70세 이상,04,108823,51
2018Q2,70세 이상,05,149304,105
2018Q2,70세 이상,06,192191,125
2018Q2,70세 이상,07,200783,170
2018Q2,70세 이상,08,221978,259
2018Q2,70세 이상,09,286764,326
2018Q2,70세 이상,10,79751,129
2018Q2,70세 이상,11,145811,147
2018Q2,70세 이상,12,51026,73
2018Q2,70세 이상,13,10830342,14275
2018Q2,70세 이상,14,3163462,5319
2018Q2,70세 이상,15,566215,884
2018Q3,20대,00,92176,605
2018Q3,20대,01,35284,51
2018Q3,20대,02,71204,61
2018Q3,20대,03,250372,241
2018Q3,20대,04,214165,223
2018Q3,20대,05,385377,435
2018Q3,20대,06,843092,1082
2018Q3,20대,07,833581,987
2018Q3,20대,08,2023059,4517
2018Q3,20대,09,2088066,5361
2018Q3,20대,10,1071249,2746
2018Q3,20대,11,1539408,4988
2018Q3,20대,12,1103398,4735
2018Q3,20대,13,1624905,9843
2018Q3,20대,14,1884364,13914
2018Q3,20대,15,875497,7594
2018Q3,30대,00,577107,2606
2018Q3,30대,01,3203773,1340
2018Q3,30대,02,2602161,1317
2018Q3,30대,03,5835257,3218
2018Q3,30대,04,4276999,2602
2018Q3,30대,05,6828903,4997
2018Q3,30대,06,8047642,6925
2018Q3,30대,07,9080730,8893
2018Q3,30대,08,11363984,15823
2018Q3,30대,09,10070951,16729
2018Q3,30대,10,4073545,7402
2018Q3,30대,11,3998667,8261
2018Q3,30대,12,1669293,3996
2018Q3,30대,13,2020958,4290
2018Q3,30대,14,2584640,5897
2018Q3,30대,15,1927621,3164
2018Q3,40대,00,768879,2970
2018Q3,40대,01,12550408,5427
2018Q3,40대,02,7922637,3985
2018Q3,40대,03,13960093,9039
2018Q3,40대,04,8571912,6614
2018Q3,40대,05,10640308,9680
2018Q3,40대,06,11859945,12984
2018Q3,40대,07,12163053,15711
2018Q3,40대,08,11040873,17582
2018Q3,40대,09,7781332,14193
2018Q3,40대,10,2478781,4576
2018Q3,40대,11,2441898,4462
2018Q3,40대,12,994165,1551
2018Q3,40대,13,1649609,2428
2018Q3,40대,14,2539879,3316
2018Q3,40대,15,2778018,3345
2018Q3,50대,00,482318,1853
2018Q3,50대,01,14613575,6253
2018Q3,50대,02,8128802,4454
2018Q3,50대,03,11862205,8431
2018Q3,50대,04,7654721,6012
2018Q3,50대,05,10234676,9805
2018Q3,50대,06,10942246,11486
2018Q3,50대,07,11791146,15097
2018Q3,50대,08,11054662,18259
2018Q3,50대,09,7681725,14055
2018Q3,50대,10,2685039,5877
2018Q3,50대,11,1731891,2963
2018Q3,50대,12,703909,1170
2018Q3,50대,13,1493275,1950
2018Q3,50대,14,2182704,2703
2018Q3,50대,15,3162502,3314
2018Q3,60대,00,100926,488
2018Q3,60대,01,3962261,1453
2018Q3,60대,02,1866707,855
2018Q3,60대,03,4043377,1861
2018Q3,60대,04,2867128,1723
2018Q3,60대,05,4057154,3038
2018Q3,60대,06,5136994,5073
2018Q3,60대,07,5410664,6194
2018Q3,60대,08,6501512,9919
2018Q3,60대,09,5478040,9733
2018Q3,60대,10,2064474,4347
2018Q3,60대,11,1231942,2418
2018Q3,60대,12,672999,1338
2018Q3,60대,13,1183640,2569
2018Q3,60대,14,1070624,1672
2018Q3,60대,15,1431589,1710
2018Q3,70세 이상,00,129873,180
2018Q3,70세 이상,01,782455,168
2018Q3,70세 이상,02,78742,33
2018Q3,70세 이상,03,104678,50
2018Q3,70세 이상,04,54373,28
2018Q3,70세 이상,05,109627,71
2018Q3,70세 이상,06,118260,53
2018Q3,70세 이상,07,119806,85
2018Q3,70세 이상,08,70296,81
2018Q3,70세 이상,09,231501,157
2018Q3,70세 이상,10,54604,53
2018Q3,70세 이상,11,139550,126
2018Q3,70세 이상,12,40386,52
2018Q3,70세 이상,13,11044118,14406
2018Q3,70세 이상,14,3347720,5532
2018Q3,70세 이상,15,558175,871
2018Q4,20대,00,85174,608
2018Q4,20대,01,34781,45
2018Q4,20대,02,88436,74
2018Q4,20대,03,262129,248
2018Q4,20대,04,225401,249
2018Q4,20대,05,412327,446
2018Q4,20대,06,934197,1154
2018Q4,20대,07,932168,1071
2018Q4,20대,08,2226918,4869
2018Q4,20대,09,2189384,5644
2018Q4,20대,10,1175193,2797
2018Q4,20대,11,1570373,5072
2018Q4,20대,12,1137550,4678
2018Q4,20대,13,1705922,9925
2018Q4,20대,14,1959981,13856
2018Q4,20대,15,878606,7441
2018Q4,30대,00,565102,2634
2018Q4,30대,01,3431678,1397
2018Q4,30대,02,2746816,1397
2018Q4,30대,03,6120406,3359
2018Q4,30대,04,4551565,2751
2018Q4,30대,05,7155749,5153
2018Q4,30대,06,8729170,7294
2018Q4,30대,07,9403316,9263
2018Q4,30대,08,11783378,16220
2018Q4,30대,09,10137521,16731
2018Q4,30대,10,4145309,7407
2018Q4,30대,11,4004809,8179
2018Q4,30대,12,1778662,3992
2018Q4,30대,13,2017154,4235
2018Q4,30대,14,2670824,5882
2018Q4,30대,15,2042618,3218
2018Q4,40대,00,719736,2910
2018Q4,40대,01,12620095,5378
2018Q4,40대,02,7883954,3962
2018Q4,40대,03,13994989,9051
2018Q4,40대,04,8526940,6569
2018Q4,40대,05,10310638,9415
2018Q4,40대,06,11687539,12763
2018Q4,40대,07,11933929,15342
2018Q4,40대,08,10904248,17009
2018Q4,40대,09,7438506,13656
2018Q4,40대,10,2481777,4467
2018Q4,40대,11,2426606,4400
2018Q4,40대,12,1002199,1528
2018Q4,40대,13,1661316,2401
2018Q4,40대,14,2518261,3236
2018Q4,40대,15,2781247,3325
2018Q4,50대,00,477618,1833
2018Q4,50대,01,14984282,6390
2018Q4,50대,02,8186580,4540
2018Q4,50대,03,11792073,8346
2018Q4,50대,04,7573811,6040
2018Q4,50대,05,10135064,9722
2018Q4,50대,06,10757850,11383
2018Q4,50대,07,11636720,14856
2018Q4,50대,08,11115359,17882
2018Q4,50대,09,7703897,13966
2018Q4,50대,10,2659019,5834
2018Q4,50대,11,1748075,3161
2018Q4,50대,12,701683,1227
2018Q4,50대,13,1536973,1946
2018Q4,50대,14,2215922,2727
2018Q4,50대,15,3228932,3394
2018Q4,60대,00,105985,518
2018Q4,60대,01,4167829,1575
2018Q4,60대,02,2011275,936
2018Q4,60대,03,4228188,2034
2018Q4,60대,04,2911017,1817
2018Q4,60대,05,4377957,3239
2018Q4,60대,06,5349631,5337
2018Q4,60대,07,5674593,6475
2018Q4,60대,08,6801005,10455
2018Q4,60대,09,5590608,9977
2018Q4,60대,10,2161410,4439
2018Q4,60대,11,1329764,2504
2018Q4,60대,12,686476,1488
2018Q4,60대,13,1245337,2554
2018Q4,60대,14,1120292,1790
2018Q4,60대,15,1522303,1786
2018Q4,70세 이상,00,142887,207
2018Q4,70세 이상,01,915373,188
2018Q4,70세 이상,02,99665,39
2018Q4,70세 이상,03,182921,77
2018Q4,70세 이상,04,97390,60
2018Q4,70세 이상,05,160847,114
2018Q4,70세 이상,06,212023,154
2018Q4,70세 이상,07,213880,210
2018Q4,70세 이상,08,205662,282
2018Q4,70세 이상,09,323094,362
2018Q4,70세 이상,10,106034,163
2018Q4,70세 이상,11,148735,173
2018Q4,70세 이상,12,64945,83
2018Q4,70세 이상,13,10836102,14208
2018Q4,70세 이상,14,3349945,5451
2018Q4,70세 이상,15,590676,931
2019Q1,20대,00,80606,651
2019Q1,20대,01,26453,37
2019Q1,20대,02,68700,66
2019Q1,20대,03,234442,210
2019Q1,20대,04,186237,217
2019Q1,20대,05,416139,442
2019Q1,20대,06,822979,1064
2019Q1,20대,07,885758,1015
2019Q1,20대,08,2162828,4815
2019Q1,20대,09,2026454,5372
2019Q1,20대,10,1126396,2788
2019Q1,20대,11,1453022,4718
2019Q1,20대,12,1095350,4517
2019Q1,20대,13,1684321,10267
2019Q1,20대,14,1833183,13401
2019Q1,20대,15,900380,7476
2019Q1,30대,00,533649,2616
2019Q1,30대,01,3341836,1354
2019Q1,30대,02,2601884,1335
2019Q1,30대,03,6227713,3389
2019Q1,30대,04,4588224,2759
2019Q1,30대,05,7247423,5231
2019Q1,30대,06,8586749,7245
2019Q1,30대,07,9168525,9066
2019Q1,30대,08,11743852,16292
2019Q1,30대,09,9907777,16320
2019Q1,30대,10,4044425,7204
2019Q1,30대,11,3958096,8106
2019Q1,30대,12,1806165,4135
2019Q1,30대,13,2063488,4274
2019Q1,30대,14,2641786,5943
2019Q1,30대,15,2027715,3281
2019Q1,40대,00,727049,3031
2019Q1,40대,01,12989466,5541
2019Q1,40대,02,8178827,4160
2019Q1,40대,03,14451807,9319
2019Q1,40대,04,8830972,6815
2019Q1,40대,05,10733718,9845
2019Q1,40대,06,12017758,13149
2019Q1,40대,07,12093240,15540
2019Q1,40대,08,11070625,17370
2019Q1,40대,09,7728078,13963
2019Q1,40대,10,2619191,4668
2019Q1,40대,11,2571888,4541
2019Q1,40대,12,1054150,1618
2019Q1,40대,13,1748531,2540
2019Q1,40대,14,2681583,3423
2019Q1,40대,15,3006111,3513
2019Q1,50대,00,459128,1830
2019Q1,50대,01,15306106,6572
2019Q1,50대,02,8240378,4645
2019Q1,50대,03,11809964,8476
2019Q1,50대,04,7576550,6116
2019Q1,50대,05,10247350,9975
2019Q1,50대,06,10680616,11547
2019Q1,50대,07,11625724,14860
2019Q1,50대,08,11116635,17873
2019Q1,50대,09,7729307,14156
2019Q1,50대,10,2704166,5827
2019Q1,50대,11,1716051,3004
2019Q1,50대,12,719150,1210
2019Q1,50대,13,1561388,1980
2019Q1,50대,14,2249570,2780
2019Q1,50대,15,3286234,3492
2019Q1,60대,00,98062,518
2019Q1,60대,01,4042994,1524
2019Q1,60대,02,1981414,899
2019Q1,60대,03,4118209,1926
2019Q1,60대,04,2786466,1724
2019Q1,60대,05,4145228,3086
2019Q1,60대,06,5263672,5267
2019Q1,60대,07,5649189,6307
2019Q1,60대,08,6707285,10184
2019Q1,60대,09,5448441,9952
2019Q1,60대,10,2124827,4328
2019Q1,60대,11,1301987,2436
2019Q1,60대,12,715767,1402
2019Q1,60대,13,1240630,2620
2019Q1,60대,14,1112383,1733
2019Q1,60대,15,1524926,1816
2019Q1,70세 이상,00,133371,197
2019Q1,70세 이상,01,979559,200
2019Q1,70세 이상,02,81568,36
2019Q1,70세 이상,03,170304,85
2019Q1,70세 이상,04,79933,48
2019Q1,70세 이상,05,148640,109
2019Q1,70세 이상,06,197988,124
2019Q1,70세 이상,07,189377,167
2019Q1,70세 이상,08,179087,247
2019Q1,70세 이상,09,328113,311
2019Q1,70세 이상,10,87561,116
2019Q1,70세 이상,11,144634,165
2019Q1,70세 이상,12,59883,77
2019Q1,70세 이상,13,11143304,14686
2019Q1,70세 이상,14,3475253,5596
2019Q1,70세 이상,15,628706,937
2019Q2,20대,00,76452,591
2019Q2,20대,01,25856,35
2019Q2,20대,02,67454,61
2019Q2,20대,03,283090,252
2019Q2,20대,04,200865,227
2019Q2,20대,05,512456,555
2019Q2,20대,06,954498,1154
2019Q2,20대,07,1054534,1128
2019Q2,20대,08,2329666,5157
2019Q2,20대,09,2272310,5793
2019Q2,20대,10,1180317,2711
2019Q2,20대,11,1547743,4929
2019Q2,20대,12,1168883,4591
2019Q2,20대,13,1701116,9895
2019Q2,20대,14,1836745,13592
2019Q2,20대,15,835431,7220
2019Q2,30대,00,501929,2543
2019Q2,30대,01,3142847,1312
2019Q2,30대,02,2712630,1317
2019Q2,30대,03,6154797,3323
2019Q2,30대,04,4612895,2746
2019Q2,30대,05,7495427,5412
2019Q2,30대,06,8343356,7029
2019Q2,30대,07,9109874,8996
2019Q2,30대,08,11671645,15971
2019Q2,30대,09,9681773,16024
2019Q2,30대,10,3944196,6943
2019Q2,30대,11,3876985,7807
2019Q2,30대,12,1752892,3991
2019Q2,30대,13,2067365,4173
2019Q2,30대,14,2663407,5863
2019Q2,30대,15,2043742,3245
2019Q2,40대,00,700502,2960
2019Q2,40대,01,12818008,5437
2019Q2,40대,02,8282673,4195
2019Q2,40대,03,14664974,9303
2019Q2,40대,04,8849358,6822
2019Q2,40대,05,10688556,9778
2019Q2,40대,06,11939977,12993
2019Q2,40대,07,12107081,15256
2019Q2,40대,08,10828197,17099
2019Q2,40대,09,7711661,13788
2019Q2,40대,10,2622322,4594
2019Q2,40대,11,2600302,4516
2019Q2,40대,12,1071301,1634
2019Q2,40대,13,1752544,2494
2019Q2,40대,14,2720919,3471
2019Q2,40대,15,2957984,3483
2019Q2,50대,00,468250,1897
2019Q2,50대,01,16026677,6758
2019Q2,50대,02,8418083,4756
2019Q2,50대,03,12267100,8651
2019Q2,50대,04,7627875,6249
2019Q2,50대,05,10147140,10086
2019Q2,50대,06,10776027,11607
2019Q2,50대,07,11768312,14943
2019Q2,50대,08,11082234,17776
2019Q2,50대,09,7863971,14106
2019Q2,50대,10,2675356,5740
2019Q2,50대,11,1776532,3004
2019Q2,50대,12,756195,1223
2019Q2,50대,13,1601799,2013
2019Q2,50대,14,2286101,2842
2019Q2,50대,15,3298641,3571
2019Q2,60대,00,112151,557
2019Q2,60대,01,4285446,1676
2019Q2,60대,02,2168458,969
2019Q2,60대,03,4511079,2122
2019Q2,60대,04,2962217,1915
2019Q2,60대,05,4504360,3347
2019Q2,60대,06,5597188,5643
2019Q2,60대,07,5921285,6812
2019Q2,60대,08,7045968,10666
2019Q2,60대,09,5658807,10248
2019Q2,60대,10,2191773,4444
2019Q2,60대,11,1297417,2471
2019Q2,60대,12,700728,1410
2019Q2,60대,13,1234117,2610
2019Q2,60대,14,1196060,1801
2019Q2,60대,15,1666626,1908
2019Q2,70세 이상,00,148710,223
2019Q2,70세 이상,01,992354,199
2019Q2,70세 이상,02,89277,37
2019Q2,70세 이상,03,149334,74
2019Q2,70세 이상,04,72701,41
2019Q2,70세 이상,05,127515,81
2019Q2,70세 이상,06,164122,83
2019Q2,70세 이상,07,164735,124
2019Q2,70세 이상,08,138002,131
2019Q2,70세 이상,09,300984,227
2019Q2,70세 이상,10,65922,71
2019Q2,70세 이상,11,132654,150
2019Q2,70세 이상,12,48422,65
2019Q2,70세 이상,13,11197013,14783
2019Q2,70세 이상,14,3612816,5763
2019Q2,70세 이상,15,601894,921
2019Q3,20대,01,40228,46
2019Q3,20대,02,76466,64
2019Q3,20대,03,289129,278
2019Q3,20대,04,233254,258
2019Q3,20대,05,626311,691
2019Q3,20대,06,1080715,1236
2019Q3,20대,07,1229311,1298
2019Q3,20대,08,2610645,5617
2019Q3,20대,09,2506114,6306
2019Q3,20대,10,1179236,2830
2019Q3,20대,11,1414049,4866
2019Q3,20대,12,1066823,4477
2019Q3,20대,13,1697737,9825
2019Q3,20대,14,1642915,13142
2019Q3,20대,15,766482,6967
2019Q3,30대,01,3354519,1405
2019Q3,30대,02,3008735,1433
2019Q3,30대,03,6776078,3649
2019Q3,30대,04,5188213,3027
2019Q3,30대,05,8174341,5948
2019Q3,30대,06,8840683,7468
2019Q3,30대,07,9580561,9568
2019Q3,30대,08,11550622,16258
2019Q3,30대,09,9738448,16868
2019Q3,30대,10,3866249,7075
2019Q3,30대,11,3744032,8009
2019Q3,30대,12,1705630,4006
2019Q3,30대,13,2045972,4200
2019Q3,30대,14,2680601,5978
2019Q3,30대,15,2174463,3541
2019Q3,40대,01,13545517,5710
2019Q3,40대,02,8723021,4431
2019Q3,40대,03,15017160,9721
2019Q3,40대,04,8924118,6988
2019Q3,40대,05,10839107,10232
2019Q3,40대,06,11920046,13300
2019Q3,40대,07,11654366,14978
2019Q3,40대,08,10433683,16723
2019Q3,40대,09,7839387,14533
2019Q3,40대,10,2610178,4780
2019Q3,40대,11,2648467,4640
2019Q3,40대,12,1073419,1680
2019Q3,40대,13,1796905,2620
2019Q3,40대,14,2814586,3684
2019Q3,40대,15,3069581,3712
2019Q3,50대,01,15532542,7008
2019Q3,50대,02,8399409,4737
2019Q3,50대,03,12255398,8674
2019Q3,50대,04,7466226,6214
2019Q3,50대,05,10164751,10233
2019Q3,50대,06,10538626,11736
2019Q3,50대,07,11139940,14578
2019Q3,50대,08,10537774,16810
2019Q3,50대,09,7828910,14301
2019Q3,50대,10,2638141,5607
2019Q3,50대,11,1746067,3023
2019Q3,50대,12,773618,1207
2019Q3,50대,13,1630738,2105
2019Q3,50대,14,2288172,2962
2019Q3,50대,15,3397482,3708
2019Q3,60대,01,4509023,1740
2019Q3,60대,02,2132677,984
2019Q3,60대,03,4426986,2098
2019Q3,60대,04,2998944,1910
2019Q3,60대,05,4444496,3393
2019Q3,60대,06,5622029,5682
2019Q3,60대,07,6079706,6994
