기준분기,연령대,소득추정등급,"대출금액합계<미적용, 십만원>","차주수합계<미적용, 명>"
2010Q1,20대,00,28038,405
2010Q1,20대,01,7905,35
2010Q1,20대,02,2850,13
2010Q1,20대,03,9847,38
2010Q1,20대,04,5904,22
2010Q1,20대,05,43503,74
2010Q1,20대,06,63361,83
2010Q1,20대,07,110548,192
2010Q1,20대,08,210643,462
2010Q1,20대,09,345465,1058
2010Q1,20대,10,369394,1365
2010Q1,20대,11,447617,2611
2010Q1,20대,12,650840,4839
2010Q1,20대,13,695343,8373
2010Q1,20대,14,1020315,10119
2010Q1,20대,15,760238,10235
2010Q1,30대,00,214015,2448
2010Q1,30대,01,481007,395
2010Q1,30대,02,267161,243
2010Q1,30대,03,645304,663
2010Q1,30대,04,638724,570
2010Q1,30대,05,1053967,1235
2010Q1,30대,06,1726208,2222
2010Q1,30대,07,2341855,3833
2010Q1,30대,08,3321517,7242
2010Q1,30대,09,4009372,11923
2010Q1,30대,10,2296852,9412
2010Q1,30대,11,1788324,8131
2010Q1,30대,12,932145,5137
2010Q1,30대,13,717371,4076
2010Q1,30대,14,717037,5064
2010Q1,30대,15,104379,568
2010Q1,40대,00,295140,2864
2010Q1,40대,01,1696198,1059
2010Q1,40대,02,1684183,1000
2010Q1,40대,03,3543440,3125
2010Q1,40대,04,2660752,2841
2010Q1,40대,05,3631718,4914
2010Q1,40대,06,4038729,6863
2010Q1,40대,07,4676745,10175
2010Q1,40대,08,5132506,14433
2010Q1,40대,09,3992980,14388
2010Q1,40대,10,1824190,7965
2010Q1,40대,11,1014646,4458
2010Q1,40대,12,245141,1535
2010Q1,40대,13,132025,634
2010Q1,40대,14,103071,517
2010Q1,40대,15,81694,314
2010Q1,50대,00,163228,1390
2010Q1,50대,01,1273842,634
2010Q1,50대,02,1483199,885
2010Q1,50대,03,3004677,2472
2010Q1,50대,04,1967147,2087
2010Q1,50대,05,2218956,3034
2010Q1,50대,06,2796247,4367
2010Q1,50대,07,3240163,6283
2010Q1,50대,08,3718414,10446
2010Q1,50대,09,2720856,9027
2010Q1,50대,10,1614732,6532
2010Q1,50대,11,435333,2115
2010Q1,50대,12,116749,447
2010Q1,50대,13,66248,257
2010Q1,50대,14,72018,274
2010Q1,50대,15,44093,164
2010Q1,60대,00,29658,306
2010Q1,60대,01,311268,95
2010Q1,60대,02,346691,132
2010Q1,60대,03,689243,313
2010Q1,60대,04,459333,303
2010Q1,60대,05,636688,515
2010Q1,60대,06,808421,977
2010Q1,60대,07,951176,1426
2010Q1,60대,08,1223209,2271
2010Q1,60대,09,1430821,3820
2010Q1,60대,10,983729,3260
2010Q1,60대,11,462691,1342
2010Q1,60대,12,368687,1360
2010Q1,60대,13,486280,1749
2010Q1,60대,14,173237,694
2010Q1,60대,15,11851,33
2010Q1,70세 이상,00,13573,61
2010Q1,70세 이상,01,10430,5
2010Q1,70세 이상,03,2431,1
2010Q1,70세 이상,04,10540,5
2010Q1,70세 이상,05,850,1
2010Q1,70세 이상,06,25929,3
2010Q1,70세 이상,07,2743,1
2010Q1,70세 이상,08,80,1
2010Q1,70세 이상,09,1523,1
2010Q1,70세 이상,10,435,1
2010Q1,70세 이상,11,940,3
2010Q1,70세 이상,12,3200,4
2010Q1,70세 이상,13,2092278,3460
2010Q1,70세 이상,14,678250,1667
2010Q1,70세 이상,15,111273,508
2010Q2,20대,00,27987,398
2010Q2,20대,01,8766,40
2010Q2,20대,02,5526,15
2010Q2,20대,03,10065,43
2010Q2,20대,04,12443,28
2010Q2,20대,05,64718,85
2010Q2,20대,06,71671,104
2010Q2,20대,07,132595,215
2010Q2,20대,08,243873,545
2010Q2,20대,09,397344,1247
2010Q2,20대,10,405890,1508
2010Q2,20대,11,537557,3097
2010Q2,20대,12,713577,5086
2010Q2,20대,13,717718,8212
2010Q2,20대,14,1073335,10502
2010Q2,20대,15,774751,10207
2010Q2,30대,00,220451,2496
2010Q2,30대,01,533790,447
2010Q2,30대,02,352943,296
2010Q2,30대,03,786910,769
2010Q2,30대,04,812108,639
2010Q2,30대,05,1324147,1489
2010Q2,30대,06,1996716,2548
2010Q2,30대,07,2720577,4369
2010Q2,30대,08,3746174,8074
2010Q2,30대,09,4396831,12922
2010Q2,30대,10,2496828,9881
2010Q2,30대,11,1966546,8773
2010Q2,30대,12,997393,5356
2010Q2,30대,13,753896,4224
2010Q2,30대,14,752397,5175
2010Q2,30대,15,124806,641
2010Q2,40대,00,308815,2914
2010Q2,40대,01,2095129,1214
2010Q2,40대,02,1937113,1150
2010Q2,40대,03,4005480,3481
2010Q2,40대,04,3076391,3211
2010Q2,40대,05,4034294,5336
2010Q2,40대,06,4516258,7438
2010Q2,40대,07,5183923,11010
2010Q2,40대,08,5662434,15572
2010Q2,40대,09,4414814,15065
2010Q2,40대,10,1879354,8078
2010Q2,40대,11,984471,4570
2010Q2,40대,12,241233,1452
2010Q2,40대,13,180486,751
2010Q2,40대,14,125183,584
2010Q2,40대,15,98005,355
2010Q2,50대,00,167055,1409
2010Q2,50대,01,1626929,758
2010Q2,50대,02,1714681,982
2010Q2,50대,03,3288099,2630
2010Q2,50대,04,2139210,2198
2010Q2,50대,05,2627253,3376
2010Q2,50대,06,2990997,4646
2010Q2,50대,07,3463175,6607
2010Q2,50대,08,4107960,10954
2010Q2,50대,09,3052262,9587
2010Q2,50대,10,1699452,6547
2010Q2,50대,11,489562,2189
2010Q2,50대,12,121324,471
2010Q2,50대,13,104926,344
2010Q2,50대,14,90720,322
2010Q2,50대,15,47875,178
2010Q2,60대,00,33270,324
2010Q2,60대,01,357375,109
2010Q2,60대,02,395814,138
2010Q2,60대,03,750212,354
2010Q2,60대,04,499335,335
2010Q2,60대,05,817354,614
2010Q2,60대,06,869544,1096
2010Q2,60대,07,1132188,1571
2010Q2,60대,08,1412984,2562
2010Q2,60대,09,1647788,4233
2010Q2,60대,10,1108134,3506
2010Q2,60대,11,513016,1488
2010Q2,60대,12,427096,1424
2010Q2,60대,13,548497,1900
2010Q2,60대,14,169390,737
2010Q2,60대,15,14473,43
2010Q2,70세 이상,00,14805,67
2010Q2,70세 이상,01,11760,7
2010Q2,70세 이상,02,4298,2
2010Q2,70세 이상,03,3952,3
2010Q2,70세 이상,04,10540,5
2010Q2,70세 이상,05,1883,2
2010Q2,70세 이상,06,36579,5
2010Q2,70세 이상,07,6943,2
2010Q2,70세 이상,08,280,1
2010Q2,70세 이상,09,3091,4
2010Q2,70세 이상,10,435,1
2010Q2,70세 이상,11,960,4
2010Q2,70세 이상,12,3200,4
2010Q2,70세 이상,13,2429381,3960
2010Q2,70세 이상,14,759586,1896
2010Q2,70세 이상,15,126967,546
2010Q3,20대,00,30652,376
2010Q3,20대,01,10033,39
2010Q3,20대,02,5507,17
2010Q3,20대,03,19196,49
2010Q3,20대,04,16012,28
2010Q3,20대,05,38122,80
2010Q3,20대,06,92613,119
2010Q3,20대,07,137269,209
2010Q3,20대,08,249947,572
2010Q3,20대,09,419889,1310
2010Q3,20대,10,400658,1558
2010Q3,20대,11,599810,3244
2010Q3,20대,12,721158,5225
2010Q3,20대,13,803469,8437
2010Q3,20대,14,1158562,10868
2010Q3,20대,15,914231,10741
2010Q3,30대,00,228120,2485
2010Q3,30대,01,565062,463
2010Q3,30대,02,423227,308
2010Q3,30대,03,839327,795
2010Q3,30대,04,876765,678
2010Q3,30대,05,1427967,1612
2010Q3,30대,06,2133779,2607
2010Q3,30대,07,2933127,4569
2010Q3,30대,08,4039406,8594
2010Q3,30대,09,4772012,13768
2010Q3,30대,10,2735109,10518
2010Q3,30대,11,2098443,9211
2010Q3,30대,12,1125121,5749
2010Q3,30대,13,814222,4665
2010Q3,30대,14,823796,5576
2010Q3,30대,15,149806,743
2010Q3,40대,00,320446,2987
2010Q3,40대,01,2293973,1305
2010Q3,40대,02,2121825,1253
2010Q3,40대,03,4355105,3691
2010Q3,40대,04,3346985,3406
2010Q3,40대,05,4491734,5782
2010Q3,40대,06,4952441,7873
2010Q3,40대,07,5734042,11889
2010Q3,40대,08,6026969,16322
2010Q3,40대,09,4755301,15903
2010Q3,40대,10,2035644,8368
2010Q3,40대,11,978940,4547
2010Q3,40대,12,283948,1521
2010Q3,40대,13,217648,842
2010Q3,40대,14,150822,646
2010Q3,40대,15,116652,382
2010Q3,50대,00,185903,1512
2010Q3,50대,01,1798124,828
2010Q3,50대,02,2066402,1104
2010Q3,50대,03,3842914,3008
2010Q3,50대,04,2485042,2431
2010Q3,50대,05,2898361,3752
2010Q3,50대,06,3394201,5168
2010Q3,50대,07,4035440,7473
2010Q3,50대,08,4686561,12041
2010Q3,50대,09,3440726,10621
2010Q3,50대,10,1861761,7094
2010Q3,50대,11,513383,2308
2010Q3,50대,12,143604,521
2010Q3,50대,13,128862,421
2010Q3,50대,14,107561,375
2010Q3,50대,15,58068,205
2010Q3,60대,00,34441,328
2010Q3,60대,01,384169,114
2010Q3,60대,02,482052,154
2010Q3,60대,03,811233,381
2010Q3,60대,04,563462,364
2010Q3,60대,05,852474,664
2010Q3,60대,06,1022689,1208
2010Q3,60대,07,1272310,1701
2010Q3,60대,08,1559371,2796
2010Q3,60대,09,1883215,4574
2010Q3,60대,10,1185514,3745
2010Q3,60대,11,581378,1637
2010Q3,60대,12,449276,1486
2010Q3,60대,13,594180,2005
2010Q3,60대,14,181700,774
2010Q3,60대,15,16013,50
2010Q3,70세 이상,00,18105,72
2010Q3,70세 이상,01,15801,10
2010Q3,70세 이상,02,4298,2
2010Q3,70세 이상,03,4452,3
2010Q3,70세 이상,04,10540,5
2010Q3,70세 이상,05,1883,2
2010Q3,70세 이상,06,36579,5
2010Q3,70세 이상,07,6943,2
2010Q3,70세 이상,08,280,1
2010Q3,70세 이상,09,3091,4
2010Q3,70세 이상,10,435,1
2010Q3,70세 이상,11,960,4
2010Q3,70세 이상,12,3200,4
2010Q3,70세 이상,13,2682855,4278
2010Q3,70세 이상,14,873164,2074
2010Q3,70세 이상,15,136877,580
2010Q4,20대,00,34019,395
2010Q4,20대,01,9891,41
2010Q4,20대,02,9753,22
2010Q4,20대,03,27579,68
2010Q4,20대,04,32292,34
2010Q4,20대,05,130534,98
2010Q4,20대,06,107601,153
2010Q4,20대,07,189818,286
2010Q4,20대,08,311789,695
2010Q4,20대,09,552180,1654
2010Q4,20대,10,489586,1841
2010Q4,20대,11,742494,3890
2010Q4,20대,12,779200,5594
2010Q4,20대,13,887788,8567
2010Q4,20대,14,1294598,11593
2010Q4,20대,15,937210,10712
2010Q4,30대,00,232802,2460
2010Q4,30대,01,648657,499
2010Q4,30대,02,460368,327
2010Q4,30대,03,1088593,912
2010Q4,30대,04,1045668,747
2010Q4,30대,05,1605381,1819
2010Q4,30대,06,2381235,2845
2010Q4,30대,07,3373126,5018
2010Q4,30대,08,4609110,9346
2010Q4,30대,09,5200983,14768
2010Q4,30대,10,2938934,10938
2010Q4,30대,11,2279309,9537
2010Q4,30대,12,1175439,5791
2010Q4,30대,13,886283,4685
2010Q4,30대,14,861712,5443
2010Q4,30대,15,189651,792
2010Q4,40대,00,322565,2955
2010Q4,40대,01,2804175,1425
2010Q4,40대,02,2351589,1351
2010Q4,40대,03,4984905,3971
2010Q4,40대,04,3563230,3563
2010Q4,40대,05,4866742,6126
2010Q4,40대,06,5527637,8399
2010Q4,40대,07,6167100,12453
2010Q4,40대,08,6456886,17042
2010Q4,40대,09,5067822,16438
2010Q4,40대,10,2195478,8523
2010Q4,40대,11,1028650,4583
2010Q4,40대,12,296855,1467
2010Q4,40대,13,274209,919
2010Q4,40대,14,243626,789
2010Q4,40대,15,162776,469
2010Q4,50대,00,192896,1566
2010Q4,50대,01,2084900,949
2010Q4,50대,02,2464493,1240
2010Q4,50대,03,4310446,3330
2010Q4,50대,04,2789731,2685
2010Q4,50대,05,3399482,4144
2010Q4,50대,06,3825366,5606
2010Q4,50대,07,4428255,8154
2010Q4,50대,08,5333033,13016
2010Q4,50대,09,3961268,11684
2010Q4,50대,10,1935043,7404
2010Q4,50대,11,553607,2392
2010Q4,50대,12,158030,551
2010Q4,50대,13,176282,507
2010Q4,50대,14,161735,478
2010Q4,50대,15,90412,256
2010Q4,60대,00,38326,333
2010Q4,60대,01,504727,135
2010Q4,60대,02,595771,182
2010Q4,60대,03,919287,412
2010Q4,60대,04,670589,423
2010Q4,60대,05,994302,752
2010Q4,60대,06,1193496,1318
2010Q4,60대,07,1413086,1895
2010Q4,60대,08,1774012,3085
2010Q4,60대,09,2106538,4950
2010Q4,60대,10,1362452,4149
2010Q4,60대,11,641851,1815
2010Q4,60대,12,491316,1569
2010Q4,60대,13,704342,2161
2010Q4,60대,14,210153,827
2010Q4,60대,15,22037,64
2010Q4,70세 이상,00,15383,79
2010Q4,70세 이상,01,15951,12
2010Q4,70세 이상,02,12128,3
2010Q4,70세 이상,03,4452,3
2010Q4,70세 이상,04,10540,5
2010Q4,70세 이상,05,2363,3
2010Q4,70세 이상,06,36579,5
2010Q4,70세 이상,07,6943,2
2010Q4,70세 이상,08,299,1
2010Q4,70세 이상,09,3091,4
2010Q4,70세 이상,10,435,1
2010Q4,70세 이상,11,1860,5
2010Q4,70세 이상,12,5470,5
2010Q4,70세 이상,13,3199879,4972
2010Q4,70세 이상,14,998946,2344
2010Q4,70세 이상,15,155248,645
2011Q1,20대,00,32401,347
2011Q1,20대,01,9657,36
2011Q1,20대,02,7465,20
2011Q1,20대,03,33746,84
2011Q1,20대,04,23747,51
2011Q1,20대,05,205620,307
2011Q1,20대,06,283814,666
2011Q1,20대,07,234585,467
2011Q1,20대,08,539058,2003
2011Q1,20대,09,521632,1763
2011Q1,20대,10,442603,1669
2011Q1,20대,11,746272,4065
2011Q1,20대,12,713225,5022
2011Q1,20대,13,914261,8265
2011Q1,20대,14,1343534,12563
2011Q1,20대,15,999748,11242
2011Q1,30대,00,237982,2472
2011Q1,30대,01,810720,620
2011Q1,30대,02,608259,482
2011Q1,30대,03,1577425,1412
2011Q1,30대,04,1153075,964
2011Q1,30대,05,2428565,2943
2011Q1,30대,06,3115745,4226
2011Q1,30대,07,3685613,5567
2011Q1,30대,08,5354467,11889
2011Q1,30대,09,5147894,14649
2011Q1,30대,10,2902717,10448
2011Q1,30대,11,2348579,9557
2011Q1,30대,12,1177519,5654
2011Q1,30대,13,938346,4771
2011Q1,30대,14,997731,5695
2011Q1,30대,15,244891,905
2011Q1,40대,00,345152,3077
2011Q1,40대,01,3985444,2160
2011Q1,40대,02,3286234,2077
2011Q1,40대,03,6095549,5057
2011Q1,40대,04,3974893,3922
2011Q1,40대,05,5564670,6940
2011Q1,40대,06,6270386,9327
2011Q1,40대,07,6845926,13489
2011Q1,40대,08,7157987,18708
2011Q1,40대,09,5569740,17327
2011Q1,40대,10,2247305,8687
2011Q1,40대,11,1048224,4577
2011Q1,40대,12,290409,1353
2011Q1,40대,13,433050,1170
2011Q1,40대,14,362731,1019
2011Q1,40대,15,233927,598
2011Q1,50대,00,187271,1544
2011Q1,50대,01,3114571,1411
2011Q1,50대,02,2934737,1525
2011Q1,50대,03,4844509,3749
2011Q1,50대,04,2941456,2765
2011Q1,50대,05,3755097,4429
2011Q1,50대,06,4142446,6010
2011Q1,50대,07,4966002,8700
2011Q1,50대,08,5864599,13691
2011Q1,50대,09,4286820,12435
2011Q1,50대,10,1961717,7168
2011Q1,50대,11,586291,2364
2011Q1,50대,12,147430,510
2011Q1,50대,13,277527,656
2011Q1,50대,14,232720,586
2011Q1,50대,15,134138,351
2011Q1,60대,00,39375,339
2011Q1,60대,01,660991,212
2011Q1,60대,02,656325,220
2011Q1,60대,03,1093971,513
2011Q1,60대,04,743728,481
2011Q1,60대,05,1156874,853
2011Q1,60대,06,1302672,1488
2011Q1,60대,07,1627370,2082
2011Q1,60대,08,1954036,3414
2011Q1,60대,09,2392091,5479
2011Q1,60대,10,1535948,4553
2011Q1,60대,11,697655,1990
2011Q1,60대,12,515166,1640
2011Q1,60대,13,807424,2348
2011Q1,60대,14,233845,858
2011Q1,60대,15,37332,100
2011Q1,70세 이상,00,30990,94
2011Q1,70세 이상,01,40671,20
2011Q1,70세 이상,02,12168,4
2011Q1,70세 이상,03,4452,3
2011Q1,70세 이상,04,10550,5
2011Q1,70세 이상,05,14285,12
2011Q1,70세 이상,06,40109,6
2011Q1,70세 이상,07,9558,6
2011Q1,70세 이상,08,4530,4
2011Q1,70세 이상,09,14849,12
2011Q1,70세 이상,10,535,2
2011Q1,70세 이상,11,5901,13
2011Q1,70세 이상,12,5870,5
2011Q1,70세 이상,13,3826442,6188
2011Q1,70세 이상,14,1216058,3101
2011Q1,70세 이상,15,150835,665
2011Q2,20대,00,30725,314
2011Q2,20대,01,15162,39
2011Q2,20대,02,9471,19
2011Q2,20대,03,44635,102
2011Q2,20대,04,31187,56
2011Q2,20대,05,241498,318
2011Q2,20대,06,313529,742
2011Q2,20대,07,276607,471
2011Q2,20대,08,639047,2138
2011Q2,20대,09,640832,1907
2011Q2,20대,10,498801,1730
2011Q2,20대,11,843891,4308
2011Q2,20대,12,814792,5216
2011Q2,20대,13,982334,8442
2011Q2,20대,14,1474198,12750
2011Q2,20대,15,1026950,11297
2011Q2,30대,00,233736,2394
2011Q2,30대,01,846596,620
2011Q2,30대,02,692723,494
2011Q2,30대,03,1769001,1481
2011Q2,30대,04,1337764,1012
2011Q2,30대,05,2633202,3025
2011Q2,30대,06,3517235,4520
2011Q2,30대,07,4063647,5875
2011Q2,30대,08,5978316,12660
2011Q2,30대,09,5702559,15346
2011Q2,30대,10,3141075,10728
2011Q2,30대,11,2640924,10009
2011Q2,30대,12,1302640,6014
2011Q2,30대,13,1133676,5330
2011Q2,30대,14,1111431,5965
2011Q2,30대,15,272135,977
2011Q2,40대,00,356343,3101
2011Q2,40대,01,4581213,2300
2011Q2,40대,02,3681805,2256
2011Q2,40대,03,7113473,5420
2011Q2,40대,04,4631715,4257
2011Q2,40대,05,6311955,7373
2011Q2,40대,06,7220894,10038
2011Q2,40대,07,7847227,14531
2011Q2,40대,08,8072620,19789
2011Q2,40대,09,6256413,18282
2011Q2,40대,10,2370057,8981
2011Q2,40대,11,1184798,4792
2011Q2,40대,12,346165,1366
2011Q2,40대,13,524791,1304
2011Q2,40대,14,443852,1145
2011Q2,40대,15,264959,665
2011Q2,50대,00,196279,1595
2011Q2,50대,01,3934810,1620
2011Q2,50대,02,3628010,1770
2011Q2,50대,03,5721270,4155
2011Q2,50대,04,3526158,3181
2011Q2,50대,05,4501930,5059
2011Q2,50대,06,5098589,6735
2011Q2,50대,07,6050723,9870
2011Q2,50대,08,6939744,15271
2011Q2,50대,09,5174340,14004
2011Q2,50대,10,2201185,7797
2011Q2,50대,11,692235,2503
2011Q2,50대,12,150440,533
2011Q2,50대,13,351998,771
2011Q2,50대,14,302010,688
2011Q2,50대,15,180546,410
2011Q2,60대,00,40924,343
2011Q2,60대,01,849081,245
2011Q2,60대,02,700509,249
2011Q2,60대,03,1381770,575
2011Q2,60대,04,865936,530
2011Q2,60대,05,1340219,925
2011Q2,60대,06,1519537,1695
2011Q2,60대,07,1828888,2266
2011Q2,60대,08,2455173,3830
2011Q2,60대,09,2750749,5978
2011Q2,60대,10,1718794,4923
2011Q2,60대,11,828617,2261
2011Q2,60대,12,572074,1699
2011Q2,60대,13,892219,2561
2011Q2,60대,14,275926,943
2011Q2,60대,15,56241,116
2011Q2,70세 이상,00,32784,98
2011Q2,70세 이상,01,42650,21
2011Q2,70세 이상,02,12168,4
2011Q2,70세 이상,03,33202,5
2011Q2,70세 이상,04,23750,5
2011Q2,70세 이상,05,16534,13
2011Q2,70세 이상,06,49809,6
2011Q2,70세 이상,07,9558,6
2011Q2,70세 이상,08,5090,5
2011Q2,70세 이상,09,15488,13
2011Q2,70세 이상,10,879,3
2011Q2,70세 이상,11,7351,15
2011Q2,70세 이상,12,5870,5
2011Q2,70세 이상,13,4398239,6706
2011Q2,70세 이상,14,1408965,3380
2011Q2,70세 이상,15,164536,685
2011Q3,20대,00,32466,328
2011Q3,20대,01,15728,43
2011Q3,20대,02,8416,19
2011Q3,20대,03,48660,120
2011Q3,20대,04,46788,56
2011Q3,20대,05,256275,348
2011Q3,20대,06,380411,849
2011Q3,20대,07,328594,536
2011Q3,20대,08,778500,2443
2011Q3,20대,09,753891,2082
2011Q3,20대,10,572357,1944
2011Q3,20대,11,992433,4808
2011Q3,20대,12,933115,5709
2011Q3,20대,13,1157894,8782
2011Q3,20대,14,1673564,13686
2011Q3,20대,15,1171311,11812
2011Q3,30대,00,248076,2413
2011Q3,30대,01,985265,656
2011Q3,30대,02,784205,544
2011Q3,30대,03,2108609,1616
2011Q3,30대,04,1642389,1175
2011Q3,30대,05,3113905,3356
2011Q3,30대,06,4175756,5060
2011Q3,30대,07,4727490,6745
2011Q3,30대,08,6921400,13944
2011Q3,30대,09,6613933,17095
2011Q3,30대,10,3436261,11209
2011Q3,30대,11,2957896,10760
2011Q3,30대,12,1400055,6195
2011Q3,30대,13,1250473,5591
2011Q3,30대,14,1228458,5965
2011Q3,30대,15,336887,1064
2011Q3,40대,00,367564,3020
2011Q3,40대,01,5038208,2406
2011Q3,40대,02,4127088,2357
2011Q3,40대,03,7794707,5701
2011Q3,40대,04,5220702,4462
2011Q3,40대,05,6832942,7664
2011Q3,40대,06,8071489,10673
2011Q3,40대,07,8620390,15245
2011Q3,40대,08,8692662,20417
2011Q3,40대,09,6695076,18672
2011Q3,40대,10,2534563,9055
2011Q3,40대,11,1256475,4716
2011Q3,40대,12,353732,1253
2011Q3,40대,13,588359,1372
2011Q3,40대,14,522998,1181
2011Q3,40대,15,321141,696
2011Q3,50대,00,207082,1585
2011Q3,50대,01,4535215,1759
2011Q3,50대,02,4249266,1916
2011Q3,50대,03,6406385,4430
2011Q3,50대,04,3939685,3380
2011Q3,50대,05,5221954,5491
2011Q3,50대,06,5621346,7101
2011Q3,50대,07,7059044,10652
2011Q3,50대,08,7882520,16088
2011Q3,50대,09,5785661,15048
2011Q3,50대,10,2369821,7913
2011Q3,50대,11,754937,2513
2011Q3,50대,12,148196,548
2011Q3,50대,13,424787,845
2011Q3,50대,14,371149,736
2011Q3,50대,15,227679,443
2011Q3,60대,00,44192,357
2011Q3,60대,01,1068088,280
2011Q3,60대,02,920415,290
2011Q3,60대,03,1523486,655
2011Q3,60대,04,1066534,593
2011Q3,60대,05,1443671,988
2011Q3,60대,06,1761320,1910
2011Q3,60대,07,2107953,2506
2011Q3,60대,08,2691141,4182
2011Q3,60대,09,3210674,6572
2011Q3,60대,10,1928313,5206
2011Q3,60대,11,964372,2562
2011Q3,60대,12,673259,1787
2011Q3,60대,13,964035,2735
2011Q3,60대,14,309091,992
2011Q3,60대,15,78247,135
2011Q3,70세 이상,00,38522,109
2011Q3,70세 이상,01,54795,23
2011Q3,70세 이상,02,12168,4
2011Q3,70세 이상,03,33652,6
2011Q3,70세 이상,04,23750,5
2011Q3,70세 이상,05,29018,15
2011Q3,70세 이상,06,52679,9
2011Q3,70세 이상,07,12203,7
2011Q3,70세 이상,08,5500,5
2011Q3,70세 이상,09,15659,14
2011Q3,70세 이상,10,1293,3
2011Q3,70세 이상,11,7618,15
2011Q3,70세 이상,12,5870,5
2011Q3,70세 이상,13,5356652,7774
2011Q3,70세 이상,14,1645011,3857
2011Q3,70세 이상,15,179312,728
2011Q4,20대,00,33142,307
2011Q4,20대,01,18856,39
2011Q4,20대,02,7250,17
2011Q4,20대,03,47221,113
2011Q4,20대,04,69662,54
2011Q4,20대,05,244837,331
2011Q4,20대,06,400638,841
2011Q4,20대,07,319252,516
2011Q4,20대,08,773406,2379
2011Q4,20대,09,807567,2108
2011Q4,20대,10,612600,1953
2011Q4,20대,11,1056025,4975
2011Q4,20대,12,1010166,5940
2011Q4,20대,13,1213876,8585
2011Q4,20대,14,1741116,13794
2011Q4,20대,15,1180741,11682
2011Q4,30대,00,273509,2432
2011Q4,30대,01,1041366,650
2011Q4,30대,02,884243,565
2011Q4,30대,03,2418552,1684
2011Q4,30대,04,1819089,1212
2011Q4,30대,05,3497578,3501
2011Q4,30대,06,4643537,5414
2011Q4,30대,07,5393753,7038
2011Q4,30대,08,7884648,14995
2011Q4,30대,09,7536639,18147
2011Q4,30대,10,3853704,11865
2011Q4,30대,11,3286065,11633
2011Q4,30대,12,1637719,6755
2011Q4,30대,13,1468155,6139
2011Q4,30대,14,1407960,6517
2011Q4,30대,15,394306,1206
2011Q4,40대,00,390261,3051
2011Q4,40대,01,5818708,2544
2011Q4,40대,02,4850762,2526
2011Q4,40대,03,8956620,6082
2011Q4,40대,04,5811735,4818
2011Q4,40대,05,8039784,8363
2011Q4,40대,06,9037082,11487
2011Q4,40대,07,9816685,16587
2011Q4,40대,08,9671514,21763
2011Q4,40대,09,7529594,19824
2011Q4,40대,10,2851133,9584
2011Q4,40대,11,1384457,4862
2011Q4,40대,12,389064,1279
2011Q4,40대,13,756350,1520
2011Q4,40대,14,619775,1270
2011Q4,40대,15,394175,756
2011Q4,50대,00,226451,1634
2011Q4,50대,01,5206096,1901
2011Q4,50대,02,4823178,2050
2011Q4,50대,03,7255563,4732
2011Q4,50대,04,4716466,3728
2011Q4,50대,05,5843487,5852
2011Q4,50대,06,6488997,7647
2011Q4,50대,07,8042500,11579
2011Q4,50대,08,8670619,17080
2011Q4,50대,09,6829704,16562
2011Q4,50대,10,2687707,8489
2011Q4,50대,11,829700,2583
2011Q4,50대,12,165662,570
2011Q4,50대,13,525863,952
2011Q4,50대,14,442721,803
2011Q4,50대,15,277567,492
2011Q4,60대,00,44134,345
2011Q4,60대,01,1226523,294
2011Q4,60대,02,1003241,302
2011Q4,60대,03,1735965,691
2011Q4,60대,04,1107940,615
2011Q4,60대,05,1624094,1063
2011Q4,60대,06,1900521,1984
2011Q4,60대,07,2277718,2604
2011Q4,60대,08,3014143,4481
2011Q4,60대,09,3544226,6857
2011Q4,60대,10,2126960,5410
2011Q4,60대,11,1070016,2814
2011Q4,60대,12,658512,1812
2011Q4,60대,13,1078013,3037
2011Q4,60대,14,356895,1037
2011Q4,60대,15,104083,149
2011Q4,70세 이상,00,55685,117
2011Q4,70세 이상,01,67160,25
2011Q4,70세 이상,02,12168,4
2011Q4,70세 이상,03,39452,6
2011Q4,70세 이상,04,23750,5
2011Q4,70세 이상,05,33638,17
2011Q4,70세 이상,06,52679,9
2011Q4,70세 이상,07,14123,9
2011Q4,70세 이상,08,5975,5
2011Q4,70세 이상,09,20661,19
2011Q4,70세 이상,10,1607,3
2011Q4,70세 이상,11,12440,21
2011Q4,70세 이상,12,6220,6
2011Q4,70세 이상,13,6131605,8653
2011Q4,70세 이상,14,1992081,4456
2011Q4,70세 이상,15,206402,807
2012Q1,20대,00,58863,980
2012Q1,20대,01,34040,74
2012Q1,20대,02,20976,29
2012Q1,20대,03,65755,124
2012Q1,20대,04,46945,62
2012Q1,20대,05,277885,383
2012Q1,20대,06,396454,857
2012Q1,20대,07,313344,591
2012Q1,20대,08,779342,2428
2012Q1,20대,09,789493,2183
2012Q1,20대,10,617599,1922
2012Q1,20대,11,1136234,5049
2012Q1,20대,12,1046014,5785
2012Q1,20대,13,1351292,9517
2012Q1,20대,14,1853981,13947
2012Q1,20대,15,1419935,12923
2012Q1,30대,00,278807,2441
2012Q1,30대,01,1541158,918
2012Q1,30대,02,933583,696
2012Q1,30대,03,2199628,1852
2012Q1,30대,04,1395727,1173
2012Q1,30대,05,2976465,3142
2012Q1,30대,06,3823802,4705
2012Q1,30대,07,4792992,6261
2012Q1,30대,08,7270300,13618
2012Q1,30대,09,7770837,17529
2012Q1,30대,10,3933579,11172
2012Q1,30대,11,3505343,11391
2012Q1,30대,12,1829833,6840
2012Q1,30대,13,1784543,6323
2012Q1,30대,14,1796858,7250
