기준분기,연령대,성별구분,소득추정등급,"신용관리대상등록총금액<미적용, 금액, 십만원>","신용관리대상등록총금액<미적용, 등록자수, 명>"
2019Q2,30대,남자,08,257542,416
2019Q2,30대,남자,09,252198,661
2019Q2,30대,남자,10,116086,430
2019Q2,30대,남자,11,146555,550
2019Q2,30대,남자,12,54813,270
2019Q2,30대,남자,13,38641,230
2019Q2,30대,남자,14,60704,235
2019Q2,30대,남자,15,53694,172
2019Q2,30대,여자,00,41495,157
2019Q2,30대,여자,01,15422,17
2019Q2,30대,여자,02,4434,5
2019Q2,30대,여자,03,12983,18
2019Q2,30대,여자,04,855,1
2019Q2,30대,여자,05,15644,27
2019Q2,30대,여자,06,20759,31
2019Q2,30대,여자,07,18444,36
2019Q2,30대,여자,08,42189,163
2019Q2,30대,여자,09,90512,212
2019Q2,30대,여자,10,38666,105
2019Q2,30대,여자,11,60609,203
2019Q2,30대,여자,12,23815,110
2019Q2,30대,여자,13,34557,184
2019Q2,30대,여자,14,54396,344
2019Q2,30대,여자,15,30531,147
2019Q2,40대,남자,00,99136,283
2019Q2,40대,남자,01,275585,145
2019Q2,40대,남자,02,70164,63
2019Q2,40대,남자,03,188315,140
2019Q2,40대,남자,04,176092,98
2019Q2,40대,남자,05,172251,182
2019Q2,40대,남자,06,505694,276
2019Q2,40대,남자,07,399610,517
2019Q2,40대,남자,08,653809,1001
2019Q2,40대,남자,09,394606,985
2019Q2,40대,남자,10,307627,430
2019Q2,40대,남자,11,108835,341
2019Q2,40대,남자,12,16205,65
2019Q2,40대,남자,13,60422,117
2019Q2,40대,남자,14,62273,121
2019Q2,40대,남자,15,53458,103
2019Q2,40대,여자,00,53988,184
2019Q2,40대,여자,01,41294,39
2019Q2,40대,여자,02,3646,9
2019Q2,40대,여자,03,56432,35
2019Q2,40대,여자,04,12128,14
2019Q2,40대,여자,05,33723,45
2019Q2,40대,여자,06,85444,65
2019Q2,40대,여자,07,318580,119
2019Q2,40대,여자,08,254410,322
2019Q2,40대,여자,09,192923,361
2019Q2,40대,여자,10,82265,228
2019Q2,40대,여자,11,65561,266
2019Q2,40대,여자,12,16193,114
2019Q2,40대,여자,13,30887,111
2019Q2,40대,여자,14,38998,148
2019Q2,40대,여자,15,43127,118
2019Q2,50대,남자,00,142309,235
2019Q2,50대,남자,01,627938,195
2019Q2,50대,남자,02,270654,83
2019Q2,50대,남자,03,587521,194
2019Q2,50대,남자,04,165233,100
2019Q2,50대,남자,05,324400,239
2019Q2,50대,남자,06,366279,245
2019Q2,50대,남자,07,527248,550
2019Q2,50대,남자,08,699478,981
2019Q2,50대,남자,09,345371,911
2019Q2,50대,남자,10,826944,449
2019Q2,50대,남자,11,173152,310
2019Q2,50대,남자,12,19994,48
2019Q2,50대,남자,13,55939,91
2019Q2,50대,남자,14,66139,103
2019Q2,50대,남자,15,63159,103
2019Q2,50대,여자,00,40538,139
2019Q2,50대,여자,01,81295,61
2019Q2,50대,여자,02,12217,17
2019Q2,50대,여자,03,33047,49
2019Q2,50대,여자,04,11919,21
2019Q2,50대,여자,05,71856,55
2019Q2,50대,여자,06,40385,63
2019Q2,50대,여자,07,108103,139
2019Q2,50대,여자,08,227624,276
2019Q2,50대,여자,09,206131,400
2019Q2,50대,여자,10,232135,385
2019Q2,50대,여자,11,75440,185
2019Q2,50대,여자,12,16334,112
2019Q2,50대,여자,13,41492,85
2019Q2,50대,여자,14,49294,111
2019Q2,50대,여자,15,45929,78
2019Q2,60대,남자,00,27242,65
2019Q2,60대,남자,01,228923,60
2019Q2,60대,남자,02,122887,29
2019Q2,60대,남자,03,83759,60
2019Q2,60대,남자,04,110978,31
2019Q2,60대,남자,05,113196,56
2019Q2,60대,남자,06,237548,121
2019Q2,60대,남자,07,306548,178
2019Q2,60대,남자,08,546154,339
2019Q2,60대,남자,09,138574,358
2019Q2,60대,남자,10,765039,353
2019Q2,60대,남자,11,777286,143
2019Q2,60대,남자,12,1241443,84
2019Q2,60대,남자,13,16017,34
2019Q2,60대,남자,14,41057,49
2019Q2,60대,남자,15,24565,29
2019Q2,60대,여자,00,17880,55
2019Q2,60대,여자,01,12096,15
2019Q2,60대,여자,02,3492,11
2019Q2,60대,여자,03,12834,18
2019Q2,60대,여자,04,385,1
2019Q2,60대,여자,05,26222,18
2019Q2,60대,여자,06,9622,14
2019Q2,60대,여자,07,34146,46
2019Q2,60대,여자,08,115372,128
2019Q2,60대,여자,09,87614,200
2019Q2,60대,여자,10,65047,97
2019Q2,60대,여자,11,51725,98
2019Q2,60대,여자,12,15661,56
2019Q2,60대,여자,13,36493,124
2019Q2,60대,여자,14,24211,85
2019Q2,60대,여자,15,20692,35
2019Q2,70세 이상,남자,00,9900,10
2019Q2,70세 이상,남자,01,76268,11
2019Q2,70세 이상,남자,02,263,1
2019Q2,70세 이상,남자,03,1227,2
2019Q2,70세 이상,남자,04,228,1
2019Q2,70세 이상,남자,05,5779,3
2019Q2,70세 이상,남자,06,6197,4
2019Q2,70세 이상,남자,07,2390,3
2019Q2,70세 이상,남자,08,69,1
2019Q2,70세 이상,남자,09,9521,8
2019Q2,70세 이상,남자,10,4361,3
2019Q2,70세 이상,남자,11,627,7
2019Q2,70세 이상,남자,12,923,3
2019Q2,70세 이상,남자,13,350751,367
2019Q2,70세 이상,남자,14,46982,88
2019Q2,70세 이상,남자,15,8104,15
2019Q2,70세 이상,여자,00,1789,11
2019Q2,70세 이상,여자,01,4242,3
2019Q2,70세 이상,여자,02,204,1
2019Q2,70세 이상,여자,03,0,0
2019Q2,70세 이상,여자,04,0,0
2019Q2,70세 이상,여자,05,342,3
2019Q2,70세 이상,여자,06,6422,2
2019Q2,70세 이상,여자,07,13384,4
2019Q2,70세 이상,여자,08,615,2
2019Q2,70세 이상,여자,09,252,3
2019Q2,70세 이상,여자,10,0,0
2019Q2,70세 이상,여자,11,2844,3
2019Q2,70세 이상,여자,12,5,1
2019Q2,70세 이상,여자,13,98903,156
2019Q2,70세 이상,여자,14,59001,165
2019Q2,70세 이상,여자,15,13365,38
2019Q3,20대,남자,01,0,0
2019Q3,20대,남자,02,0,0
2019Q3,20대,남자,03,3402,6
2019Q3,20대,남자,04,1258,2
2019Q3,20대,남자,05,457,2
2019Q3,20대,남자,06,6018,10
2019Q3,20대,남자,07,28417,18
2019Q3,20대,남자,08,22691,137
2019Q3,20대,남자,09,32483,202
2019Q3,20대,남자,10,18096,146
2019Q3,20대,남자,11,34733,249
2019Q3,20대,남자,12,48063,377
2019Q3,20대,남자,13,28792,437
2019Q3,20대,남자,14,11132,126
2019Q3,20대,남자,15,11765,79
2019Q3,20대,여자,01,505,4
2019Q3,20대,여자,02,0,0
2019Q3,20대,여자,03,485,3
2019Q3,20대,여자,04,2,1
2019Q3,20대,여자,05,3423,9
2019Q3,20대,여자,06,726,5
2019Q3,20대,여자,07,2654,9
2019Q3,20대,여자,08,9937,60
2019Q3,20대,여자,09,14720,90
2019Q3,20대,여자,10,5931,47
2019Q3,20대,여자,11,8392,46
2019Q3,20대,여자,12,6297,40
2019Q3,20대,여자,13,11089,85
2019Q3,20대,여자,14,41531,390
2019Q3,20대,여자,15,17054,159
2019Q3,30대,남자,01,59115,47
2019Q3,30대,남자,02,16341,14
2019Q3,30대,남자,03,78669,62
2019Q3,30대,남자,04,22536,14
2019Q3,30대,남자,05,77918,80
2019Q3,30대,남자,06,58731,88
2019Q3,30대,남자,07,139463,133
2019Q3,30대,남자,08,281774,434
2019Q3,30대,남자,09,278909,793
2019Q3,30대,남자,10,149278,465
2019Q3,30대,남자,11,162097,561
2019Q3,30대,남자,12,56811,287
2019Q3,30대,남자,13,45285,236
2019Q3,30대,남자,14,59885,244
2019Q3,30대,남자,15,57246,189
2019Q3,30대,여자,01,14946,19
2019Q3,30대,여자,02,3788,5
2019Q3,30대,여자,03,10732,15
2019Q3,30대,여자,04,855,1
2019Q3,30대,여자,05,27133,31
2019Q3,30대,여자,06,9006,25
2019Q3,30대,여자,07,9590,33
2019Q3,30대,여자,08,47076,162
2019Q3,30대,여자,09,107445,248
2019Q3,30대,여자,10,43415,132
2019Q3,30대,여자,11,73484,249
2019Q3,30대,여자,12,24918,128
2019Q3,30대,여자,13,28212,181
2019Q3,30대,여자,14,64073,388
2019Q3,30대,여자,15,33679,164
2019Q3,40대,남자,01,266367,149
2019Q3,40대,남자,02,82214,67
2019Q3,40대,남자,03,213718,148
2019Q3,40대,남자,04,121641,90
2019Q3,40대,남자,05,240513,191
2019Q3,40대,남자,06,388708,288
2019Q3,40대,남자,07,419327,502
2019Q3,40대,남자,08,646645,999
2019Q3,40대,남자,09,475308,1161
2019Q3,40대,남자,10,450408,490
2019Q3,40대,남자,11,121714,359
2019Q3,40대,남자,12,20705,76
2019Q3,40대,남자,13,61371,117
2019Q3,40대,남자,14,67975,127
2019Q3,40대,남자,15,61442,100
2019Q3,40대,여자,01,36137,41
2019Q3,40대,여자,02,7577,13
2019Q3,40대,여자,03,80277,39
2019Q3,40대,여자,04,12791,14
2019Q3,40대,여자,05,45535,48
2019Q3,40대,여자,06,48157,66
2019Q3,40대,여자,07,322267,121
2019Q3,40대,여자,08,281128,308
2019Q3,40대,여자,09,247989,444
2019Q3,40대,여자,10,93121,277
2019Q3,40대,여자,11,82413,284
2019Q3,40대,여자,12,21323,128
2019Q3,40대,여자,13,33631,121
2019Q3,40대,여자,14,46658,162
2019Q3,40대,여자,15,45229,125
2019Q3,50대,남자,01,689358,224
2019Q3,50대,남자,02,273972,82
2019Q3,50대,남자,03,547952,191
2019Q3,50대,남자,04,170534,103
2019Q3,50대,남자,05,318349,235
2019Q3,50대,남자,06,408588,259
2019Q3,50대,남자,07,459623,533
2019Q3,50대,남자,08,707327,961
2019Q3,50대,남자,09,407972,1032
2019Q3,50대,남자,10,873040,506
2019Q3,50대,남자,11,146741,314
2019Q3,50대,남자,12,22845,49
2019Q3,50대,남자,13,59165,93
2019Q3,50대,남자,14,71066,109
2019Q3,50대,남자,15,63235,107
2019Q3,50대,여자,01,85517,66
2019Q3,50대,여자,02,13256,17
2019Q3,50대,여자,03,38822,46
2019Q3,50대,여자,04,9742,17
2019Q3,50대,여자,05,69476,62
2019Q3,50대,여자,06,59729,71
2019Q3,50대,여자,07,123076,161
2019Q3,50대,여자,08,202679,262
2019Q3,50대,여자,09,222477,444
2019Q3,50대,여자,10,217215,397
2019Q3,50대,여자,11,84423,193
2019Q3,50대,여자,12,15269,116
2019Q3,50대,여자,13,53621,92
2019Q3,50대,여자,14,46307,117
2019Q3,50대,여자,15,52049,91
2019Q3,60대,남자,01,242991,65
2019Q3,60대,남자,02,128508,27
2019Q3,60대,남자,03,96393,65
2019Q3,60대,남자,04,112989,25
2019Q3,60대,남자,05,148290,61
2019Q3,60대,남자,06,239759,124
2019Q3,60대,남자,07,316794,187
2019Q3,60대,남자,08,253610,340
2019Q3,60대,남자,09,154372,385
2019Q3,60대,남자,10,806939,376
2019Q3,60대,남자,11,772603,143
2019Q3,60대,남자,12,1240946,100
2019Q3,60대,남자,13,14521,38
2019Q3,60대,남자,14,45356,52
2019Q3,60대,남자,15,31980,36
2019Q3,60대,여자,01,12046,14
2019Q3,60대,여자,02,8691,15
2019Q3,60대,여자,03,13562,21
2019Q3,60대,여자,04,4734,5
2019Q3,60대,여자,05,23114,22
2019Q3,60대,여자,06,8564,16
2019Q3,60대,여자,07,45654,45
2019Q3,60대,여자,08,85875,143
2019Q3,60대,여자,09,125300,220
2019Q3,60대,여자,10,67440,95
2019Q3,60대,여자,11,50792,106
2019Q3,60대,여자,12,21457,56
2019Q3,60대,여자,13,40673,138
2019Q3,60대,여자,14,27467,92
2019Q3,60대,여자,15,16252,37
2019Q3,70세 이상,남자,00,4209,7
2019Q3,70세 이상,남자,01,54956,11
2019Q3,70세 이상,남자,02,1279,3
2019Q3,70세 이상,남자,03,1227,2
2019Q3,70세 이상,남자,04,228,1
2019Q3,70세 이상,남자,05,5779,3
2019Q3,70세 이상,남자,06,2688,2
2019Q3,70세 이상,남자,07,2795,3
2019Q3,70세 이상,남자,08,1551,5
2019Q3,70세 이상,남자,09,9484,8
2019Q3,70세 이상,남자,10,4001,4
2019Q3,70세 이상,남자,11,7955,8
2019Q3,70세 이상,남자,12,843,2
2019Q3,70세 이상,남자,13,740447,388
2019Q3,70세 이상,남자,14,60234,85
2019Q3,70세 이상,남자,15,15342,18
2019Q3,70세 이상,여자,00,1004,4
2019Q3,70세 이상,여자,01,4242,3
2019Q3,70세 이상,여자,02,204,1
2019Q3,70세 이상,여자,03,0,0
2019Q3,70세 이상,여자,04,0,0
2019Q3,70세 이상,여자,05,242,2
2019Q3,70세 이상,여자,06,6422,2
2019Q3,70세 이상,여자,07,89,2
2019Q3,70세 이상,여자,08,274,1
2019Q3,70세 이상,여자,09,3,1
2019Q3,70세 이상,여자,10,14,1
2019Q3,70세 이상,여자,11,2876,4
2019Q3,70세 이상,여자,12,733,1
2019Q3,70세 이상,여자,13,136491,186
2019Q3,70세 이상,여자,14,56038,173
2019Q3,70세 이상,여자,15,17461,36
2019Q4,20대,남자,00,0,0
2019Q4,20대,남자,01,0,0
2019Q4,20대,남자,02,94,1
2019Q4,20대,남자,03,3333,6
2019Q4,20대,남자,04,1287,3
2019Q4,20대,남자,05,45,1
2019Q4,20대,남자,06,3026,8
2019Q4,20대,남자,07,29878,18
2019Q4,20대,남자,08,22175,132
2019Q4,20대,남자,09,34439,203
2019Q4,20대,남자,10,17693,141
2019Q4,20대,남자,11,34688,247
2019Q4,20대,남자,12,47786,371
2019Q4,20대,남자,13,31076,429
2019Q4,20대,남자,14,10905,122
2019Q4,20대,남자,15,12156,78
2019Q4,20대,여자,00,0,0
2019Q4,20대,여자,01,574,5
2019Q4,20대,여자,02,0,0
2019Q4,20대,여자,03,490,3
2019Q4,20대,여자,04,0,0
2019Q4,20대,여자,05,3466,9
2019Q4,20대,여자,06,736,5
2019Q4,20대,여자,07,2669,8
2019Q4,20대,여자,08,9008,58
2019Q4,20대,여자,09,16008,88
2019Q4,20대,여자,10,8988,43
2019Q4,20대,여자,11,8987,44
2019Q4,20대,여자,12,6009,36
2019Q4,20대,여자,13,12155,90
2019Q4,20대,여자,14,39846,380
2019Q4,20대,여자,15,16844,156
2019Q4,30대,남자,00,0,0
2019Q4,30대,남자,01,59760,42
2019Q4,30대,남자,02,13607,13
2019Q4,30대,남자,03,63881,56
2019Q4,30대,남자,04,25754,15
2019Q4,30대,남자,05,59653,72
2019Q4,30대,남자,06,55283,86
2019Q4,30대,남자,07,124959,133
2019Q4,30대,남자,08,237738,435
2019Q4,30대,남자,09,251278,738
2019Q4,30대,남자,10,137654,437
2019Q4,30대,남자,11,148876,546
2019Q4,30대,남자,12,54790,276
2019Q4,30대,남자,13,43866,232
2019Q4,30대,남자,14,56484,227
2019Q4,30대,남자,15,55161,185
2019Q4,30대,여자,00,0,0
2019Q4,30대,여자,01,15173,18
2019Q4,30대,여자,02,3966,5
2019Q4,30대,여자,03,9831,12
2019Q4,30대,여자,04,855,1
2019Q4,30대,여자,05,25960,27
2019Q4,30대,여자,06,9031,24
2019Q4,30대,여자,07,6902,31
2019Q4,30대,여자,08,50917,158
2019Q4,30대,여자,09,91869,230
2019Q4,30대,여자,10,46117,120
2019Q4,30대,여자,11,76579,239
2019Q4,30대,여자,12,26980,126
2019Q4,30대,여자,13,31218,184
2019Q4,30대,여자,14,65396,387
2019Q4,30대,여자,15,35366,165
2019Q4,40대,남자,00,0,0
2019Q4,40대,남자,01,271025,148
2019Q4,40대,남자,02,93243,66
2019Q4,40대,남자,03,233897,158
2019Q4,40대,남자,04,110430,84
2019Q4,40대,남자,05,251097,184
2019Q4,40대,남자,06,359379,296
2019Q4,40대,남자,07,440520,506
2019Q4,40대,남자,08,785534,1020
2019Q4,40대,남자,09,459986,1172
2019Q4,40대,남자,10,353540,481
2019Q4,40대,남자,11,125814,368
2019Q4,40대,남자,12,20420,81
2019Q4,40대,남자,13,63248,123
2019Q4,40대,남자,14,61004,138
2019Q4,40대,남자,15,70235,110
2019Q4,40대,여자,00,0,0
2019Q4,40대,여자,01,34559,39
2019Q4,40대,여자,02,7630,13
2019Q4,40대,여자,03,68966,41
2019Q4,40대,여자,04,38013,17
2019Q4,40대,여자,05,30882,48
2019Q4,40대,여자,06,50829,68
2019Q4,40대,여자,07,316485,110
2019Q4,40대,여자,08,280318,316
2019Q4,40대,여자,09,256770,466
2019Q4,40대,여자,10,75599,265
2019Q4,40대,여자,11,78929,290
2019Q4,40대,여자,12,20587,125
2019Q4,40대,여자,13,32023,122
2019Q4,40대,여자,14,40144,155
2019Q4,40대,여자,15,48582,119
2019Q4,50대,남자,00,0,0
2019Q4,50대,남자,01,691681,221
2019Q4,50대,남자,02,290809,90
2019Q4,50대,남자,03,538097,190
2019Q4,50대,남자,04,197451,112
2019Q4,50대,남자,05,317152,242
2019Q4,50대,남자,06,456157,259
2019Q4,50대,남자,07,442520,551
2019Q4,50대,남자,08,724458,997
2019Q4,50대,남자,09,405219,1033
2019Q4,50대,남자,10,786466,493
2019Q4,50대,남자,11,154813,311
2019Q4,50대,남자,12,21320,45
2019Q4,50대,남자,13,57755,87
2019Q4,50대,남자,14,79731,108
2019Q4,50대,남자,15,111280,112
2019Q4,50대,여자,00,0,0
2019Q4,50대,여자,01,88835,70
2019Q4,50대,여자,02,13599,16
2019Q4,50대,여자,03,42127,46
2019Q4,50대,여자,04,9633,17
2019Q4,50대,여자,05,66463,65
2019Q4,50대,여자,06,71234,72
2019Q4,50대,여자,07,154549,169
2019Q4,50대,여자,08,208637,280
2019Q4,50대,여자,09,234424,447
2019Q4,50대,여자,10,166840,386
2019Q4,50대,여자,11,78944,202
2019Q4,50대,여자,12,16176,122
2019Q4,50대,여자,13,52342,86
2019Q4,50대,여자,14,44096,124
2019Q4,50대,여자,15,52868,97
2019Q4,60대,남자,00,0,0
2019Q4,60대,남자,01,252862,69
2019Q4,60대,남자,02,115084,26
2019Q4,60대,남자,03,92686,63
2019Q4,60대,남자,04,137753,28
2019Q4,60대,남자,05,130585,64
2019Q4,60대,남자,06,250304,127
2019Q4,60대,남자,07,332712,193
2019Q4,60대,남자,08,250808,345
2019Q4,60대,남자,09,163987,376
2019Q4,60대,남자,10,816179,353
2019Q4,60대,남자,11,749927,135
2019Q4,60대,남자,12,1240492,92
2019Q4,60대,남자,13,14292,38
2019Q4,60대,남자,14,45970,53
2019Q4,60대,남자,15,26633,34
2019Q4,60대,여자,00,0,0
2019Q4,60대,여자,01,12219,14
2019Q4,60대,여자,02,8415,16
2019Q4,60대,여자,03,15883,24
2019Q4,60대,여자,04,6700,8
2019Q4,60대,여자,05,24233,20
2019Q4,60대,여자,06,12859,19
2019Q4,60대,여자,07,48702,46
2019Q4,60대,여자,08,77917,149
2019Q4,60대,여자,09,124642,227
2019Q4,60대,여자,10,58349,98
2019Q4,60대,여자,11,46165,99
2019Q4,60대,여자,12,20760,59
2019Q4,60대,여자,13,39941,134
2019Q4,60대,여자,14,26199,89
2019Q4,60대,여자,15,21124,39
2019Q4,70세 이상,남자,00,2209,6
2019Q4,70세 이상,남자,01,55121,12
2019Q4,70세 이상,남자,02,1061,2
2019Q4,70세 이상,남자,03,1104,2
2019Q4,70세 이상,남자,04,228,1
2019Q4,70세 이상,남자,05,5779,3
2019Q4,70세 이상,남자,06,2444,4
2019Q4,70세 이상,남자,07,2795,3
2019Q4,70세 이상,남자,08,1873,9
2019Q4,70세 이상,남자,09,9739,11
2019Q4,70세 이상,남자,10,4146,6
2019Q4,70세 이상,남자,11,30064,8
2019Q4,70세 이상,남자,12,843,2
2019Q4,70세 이상,남자,13,723103,381
2019Q4,70세 이상,남자,14,48919,79
2019Q4,70세 이상,남자,15,15804,21
2019Q4,70세 이상,여자,00,1004,4
2019Q4,70세 이상,여자,01,4242,3
2019Q4,70세 이상,여자,02,204,1
2019Q4,70세 이상,여자,03,0,0
2019Q4,70세 이상,여자,04,0,0
2019Q4,70세 이상,여자,05,229,2
2019Q4,70세 이상,여자,06,6422,2
2019Q4,70세 이상,여자,07,89,2
2019Q4,70세 이상,여자,08,274,1
2019Q4,70세 이상,여자,09,166,1
2019Q4,70세 이상,여자,10,0,0
2019Q4,70세 이상,여자,11,4330,6
2019Q4,70세 이상,여자,12,733,1
2019Q4,70세 이상,여자,13,135350,190
2019Q4,70세 이상,여자,14,54858,164
2019Q4,70세 이상,여자,15,13684,33
2020Q1,20대,남자,00,0,0
2020Q1,20대,남자,01,0,0
2020Q1,20대,남자,02,181,1
2020Q1,20대,남자,03,4350,7
2020Q1,20대,남자,04,33,1
2020Q1,20대,남자,05,933,4
2020Q1,20대,남자,06,3526,11
2020Q1,20대,남자,07,30814,22
2020Q1,20대,남자,08,22694,139
2020Q1,20대,남자,09,37304,219
2020Q1,20대,남자,10,19184,140
2020Q1,20대,남자,11,36152,244
2020Q1,20대,남자,12,49854,410
2020Q1,20대,남자,13,31127,425
2020Q1,20대,남자,14,15174,125
2020Q1,20대,남자,15,13989,78
2020Q1,20대,여자,00,0,0
2020Q1,20대,여자,01,587,5
2020Q1,20대,여자,02,0,0
2020Q1,20대,여자,03,490,3
2020Q1,20대,여자,04,30,1
2020Q1,20대,여자,05,3483,7
2020Q1,20대,여자,06,686,4
2020Q1,20대,여자,07,2195,8
2020Q1,20대,여자,08,11939,69
2020Q1,20대,여자,09,15602,95
2020Q1,20대,여자,10,5433,43
2020Q1,20대,여자,11,7530,42
2020Q1,20대,여자,12,7099,40
2020Q1,20대,여자,13,13564,88
2020Q1,20대,여자,14,39829,381
2020Q1,20대,여자,15,17767,159
2020Q1,30대,남자,00,0,0
2020Q1,30대,남자,01,54657,44
2020Q1,30대,남자,02,24852,18
2020Q1,30대,남자,03,70796,50
2020Q1,30대,남자,04,26539,15
2020Q1,30대,남자,05,52234,68
2020Q1,30대,남자,06,69350,105
2020Q1,30대,남자,07,128061,131
2020Q1,30대,남자,08,245579,421
2020Q1,30대,남자,09,238702,732
2020Q1,30대,남자,10,136314,431
2020Q1,30대,남자,11,150429,548
2020Q1,30대,남자,12,58957,287
2020Q1,30대,남자,13,44000,223
2020Q1,30대,남자,14,58878,224
2020Q1,30대,남자,15,62228,188
2020Q1,30대,여자,00,0,0
2020Q1,30대,여자,01,15258,16
2020Q1,30대,여자,02,3493,3
2020Q1,30대,여자,03,12902,15
2020Q1,30대,여자,04,1436,4
2020Q1,30대,여자,05,26455,27
2020Q1,30대,여자,06,9835,25
2020Q1,30대,여자,07,11811,30
2020Q1,30대,여자,08,55713,153
2020Q1,30대,여자,09,95058,227
2020Q1,30대,여자,10,45014,135
2020Q1,30대,여자,11,73642,224
2020Q1,30대,여자,12,25571,121
2020Q1,30대,여자,13,33087,193
2020Q1,30대,여자,14,67009,373
2020Q1,30대,여자,15,34638,156
2020Q1,40대,남자,00,0,0
2020Q1,40대,남자,01,328358,151
2020Q1,40대,남자,02,76643,62
2020Q1,40대,남자,03,244367,145
2020Q1,40대,남자,04,99584,83
2020Q1,40대,남자,05,299813,196
2020Q1,40대,남자,06,356442,285
2020Q1,40대,남자,07,432823,492
2020Q1,40대,남자,08,799678,983
2020Q1,40대,남자,09,469966,1153
2020Q1,40대,남자,10,229841,437
2020Q1,40대,남자,11,132046,357
2020Q1,40대,남자,12,20511,70
2020Q1,40대,남자,13,65415,119
2020Q1,40대,남자,14,69614,137
2020Q1,40대,남자,15,65641,105
2020Q1,40대,여자,00,0,0
2020Q1,40대,여자,01,32224,36
2020Q1,40대,여자,02,7379,12
2020Q1,40대,여자,03,23326,35
2020Q1,40대,여자,04,79551,17
2020Q1,40대,여자,05,31781,50
2020Q1,40대,여자,06,59562,77
2020Q1,40대,여자,07,307051,107
2020Q1,40대,여자,08,234056,305
2020Q1,40대,여자,09,205806,441
2020Q1,40대,여자,10,78212,264
2020Q1,40대,여자,11,83464,273
2020Q1,40대,여자,12,16189,118
2020Q1,40대,여자,13,33740,127
2020Q1,40대,여자,14,39373,136
2020Q1,40대,여자,15,58500,123
2020Q1,50대,남자,00,0,0
2020Q1,50대,남자,01,624672,209
2020Q1,50대,남자,02,263292,85
2020Q1,50대,남자,03,499494,197
2020Q1,50대,남자,04,216947,108
2020Q1,50대,남자,05,309600,232
2020Q1,50대,남자,06,446841,265
2020Q1,50대,남자,07,417165,528
2020Q1,50대,남자,08,641484,987
2020Q1,50대,남자,09,390982,1005
2020Q1,50대,남자,10,744997,464
2020Q1,50대,남자,11,167894,314
2020Q1,50대,남자,12,20991,41
2020Q1,50대,남자,13,53303,80
2020Q1,50대,남자,14,74108,108
2020Q1,50대,남자,15,108498,112
2020Q1,50대,여자,00,0,0
2020Q1,50대,여자,01,80425,67
2020Q1,50대,여자,02,13347,15
2020Q1,50대,여자,03,49064,52
2020Q1,50대,여자,04,9796,18
2020Q1,50대,여자,05,71911,55
2020Q1,50대,여자,06,73978,75
2020Q1,50대,여자,07,164987,173
2020Q1,50대,여자,08,235042,272
2020Q1,50대,여자,09,205940,438
2020Q1,50대,여자,10,173104,385
2020Q1,50대,여자,11,71675,197
2020Q1,50대,여자,12,16186,135
2020Q1,50대,여자,13,40619,78
2020Q1,50대,여자,14,46457,127
2020Q1,50대,여자,15,54799,90
2020Q1,60대,남자,00,0,0
2020Q1,60대,남자,01,346669,82
2020Q1,60대,남자,02,127088,33
2020Q1,60대,남자,03,112977,67
2020Q1,60대,남자,04,149491,32
2020Q1,60대,남자,05,122810,75
2020Q1,60대,남자,06,293868,137
2020Q1,60대,남자,07,350646,239
2020Q1,60대,남자,08,335182,400
2020Q1,60대,남자,09,173519,430
2020Q1,60대,남자,10,611782,386
2020Q1,60대,남자,11,775717,139
2020Q1,60대,남자,12,1244039,94
2020Q1,60대,남자,13,15569,49
2020Q1,60대,남자,14,45186,57
2020Q1,60대,남자,15,27947,36
2020Q1,60대,여자,00,0,0
2020Q1,60대,여자,01,18650,19
2020Q1,60대,여자,02,8873,16
2020Q1,60대,여자,03,17495,25
2020Q1,60대,여자,04,3996,8
2020Q1,60대,여자,05,17378,23
2020Q1,60대,여자,06,12217,21
2020Q1,60대,여자,07,48537,56
2020Q1,60대,여자,08,101263,167
2020Q1,60대,여자,09,133391,254
2020Q1,60대,여자,10,71271,126
2020Q1,60대,여자,11,54786,112
2020Q1,60대,여자,12,32155,74
2020Q1,60대,여자,13,36649,138
2020Q1,60대,여자,14,27034,94
2020Q1,60대,여자,15,24325,44
2020Q1,70세 이상,남자,00,0,0
2020Q1,70세 이상,남자,01,29350,11
2020Q1,70세 이상,남자,02,1061,2
2020Q1,70세 이상,남자,03,4256,3
2020Q1,70세 이상,남자,04,228,1
2020Q1,70세 이상,남자,05,6807,5
2020Q1,70세 이상,남자,06,1372,3
2020Q1,70세 이상,남자,07,4481,7
2020Q1,70세 이상,남자,08,2305,9
2020Q1,70세 이상,남자,09,19529,19
2020Q1,70세 이상,남자,10,202021,8
2020Q1,70세 이상,남자,11,31453,11
2020Q1,70세 이상,남자,12,1137,3
2020Q1,70세 이상,남자,13,675236,389
2020Q1,70세 이상,남자,14,74886,96
2020Q1,70세 이상,남자,15,16008,20
2020Q1,70세 이상,여자,00,0,0
2020Q1,70세 이상,여자,01,4242,3
2020Q1,70세 이상,여자,02,204,1
2020Q1,70세 이상,여자,03,24,1
2020Q1,70세 이상,여자,04,0,0
2020Q1,70세 이상,여자,05,323,4
2020Q1,70세 이상,여자,06,6422,2
2020Q1,70세 이상,여자,07,89,2
2020Q1,70세 이상,여자,08,2848,9
2020Q1,70세 이상,여자,09,5619,5
2020Q1,70세 이상,여자,10,0,0
2020Q1,70세 이상,여자,11,3026,6
2020Q1,70세 이상,여자,12,1385,4
2020Q1,70세 이상,여자,13,127626,191
2020Q1,70세 이상,여자,14,60691,166
